,name,uri,address,description,rating,latitude,longitude,restaurant_type,work_time,average_bill,cuisine
0,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-350671/,"пр. Энергетиков, 8, гипермаркет «Гигант»",,0.0,55.009151,82.877213,Ресторан,пн-вс 9.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
1,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-350672/,"Кутателадзе, 4/4, 3 этаж",,0.0,54.859364,83.1032415,Ресторан,пн-вс 10.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
2,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-375385/,"Троллейная, 130б",,0.0,54.964742,82.852729,Ресторан,пн-вс 8.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
3,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-407583/,"Курчатова, 1, ТРК «Голден-парк»",,0.0,55.1041262,82.9608367,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
4,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-411006/,"Бердское ш., 277, ТЦ «Гигант»",,0.0,54.8472724,83.0632474,Ресторан,пн-вс 9.00–23.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
5,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-457967/,"просп. Дзержинского, 2, ТЦ «Холидей Family»",,0.0,55.043999,82.9535284,Ресторан,пн-вс 8.00–23.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
6,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-457968/,"Челюскинцев, 52",,0.0,55.0414518,82.9126822,Ресторан,пн-вс 9.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
7,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-480904/,"пр. Энергетиков, 9",,0.0,55.0090017,82.8774276,Ресторан,пн-вс 10.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
8,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-482771/,"Сибиряков-Гвардейцев, 62",,0.0,54.9393385,82.8963506,Ресторан,пн-вс 9.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
9,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-486564/,"Военная, 7/1",,0.0,55.0271251,82.9384831,Ресторан,пн-вс 8.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
10,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-486565/,"Станиславского, 40/1",,0.0,54.9688139,82.8727829,Ресторан,пн-вс 9.00–23.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
11,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-489423/,"​Большевистская, 12/1",,0.0,55.007914,82.9360311,Ресторан,пн-вс 9.00–23.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
12,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-489426/,"​пл. Карла Маркса, 1, ГУМ",,0.0,54.9813805,82.8975333,Ресторан,пн-вс 8.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
13,Kids Time,https://www.afisha.ru/novosibirsk/restaurant/kids-time-486540/,"пл. Райсовета, 8",,0.0,54.9931845,82.8767013,Ресторан,пн-вс 10.00–21.00,До 700 рублей,Европейская кухня
14,King,https://www.afisha.ru/novosibirsk/restaurant/king-270415/,"Кропоткина, 271, БЦ «На Кропоткина», цокольный этаж",,0.0,55.057659,82.936805,Ресторан,"пн-чт 12.00–2.00, пт 12.00–4.00, сб 14.00–4.00, вс 14.00–2.00",,Паровые коктейли
15,Kook,https://www.afisha.ru/novosibirsk/restaurant/kook-313420/,"Державина, 1","Эта кофейня-пекарня — самая уютная часть небольшого гастрономического кластера на углу Советской и Державина. Несмотря на то, что Kook представляет из себя небольшой зал с витриной и несколькими столиками, меню здесь как во взрослом заведении: семь видов завтраков, пять сетов, подходящих для ланча, семь салатов (два из которых — вегетарианские), паста и восемь видов горячих блюд. И все же Kook в первую очередь пекарня, где можно найти макароны, мармелад, булочки, пирожные, торты и конфеты. Из кофе — американо, несколько видов латте, рафы и капучино.",0.0,55.038366,82.91533,Кофейня,пн-вс 8.30–21.00,До 700 рублей,"Бургеры, Европейская кухня"
16,Kraft Xleb,https://www.afisha.ru/novosibirsk/restaurant/kraft-xleb-442770/,"Балтийская, 25",,0.0,54.85464,83.0497469,Кофейня,пн-вс 8.00–21.00,,Неизвестно
17,Kristina,https://www.afisha.ru/novosibirsk/restaurant/kristina-480915/,"Большевистская, 131",,0.0,54.9993381,82.9598638,Кофейня,пн-пт 8.00–17.00,,Неизвестно
18,Kukuruzza,https://www.afisha.ru/novosibirsk/restaurant/kukuruzza-74116/,"Николаева, 12/2","Kukuruzza находится в правой башне академгородковского Технопарка, но ходят в нее не только резиденты и сотрудники, но и гости Академпарка да и вообще все желающие — других-то заведений здесь практически нет. Интерьер стандартный для столовой — большой зал со множеством столов. Как, в общем-то, и ассортимент. Правда, в меню есть важная особенность: здесь можно купить пиво из расположенного этажом ниже ресторана-пивоварни «Гуси».",0.0,54.8578576,83.1123511,Ресторан,пн-пт 8.30–16.30,До 700 рублей,Русская кухня
19,Kukuruzza,https://www.afisha.ru/novosibirsk/restaurant/kukuruzza-259256/,"Инженерная, 20",,0.0,54.854102,83.112195,Ресторан,пн-пт 9.00–16.30,До 700 рублей,Русская кухня
20,Kung Pho,https://www.afisha.ru/novosibirsk/restaurant/kung-pho-408538/,"Красный просп., 17","Через дорогу от Первомайского сквера, среди бесчисленных кофеен и бургерных, открылось азиатское кафе — идеальное место для того, чтобы сытно, плотно и недорого поесть после работы. В меню есть как жареная лапша и рис с курицей, так и несколько видов супов, от рамена до том-яма. К еде можно взять теплый чай или два вида холодного, воду или газировку. Интерьер небольшого помещения запоминается обоями в виде газет и маленьким телевизором, по которому крутят вьетнамские новости. Никаких официантов и салфеток на брюки, шикарных туалетов или плазм с музыкальными клипами — только все самое необходимое. Компактно, недорого и вкусно.",0.0,55.0265089,82.9208097,Ресторан,пн-вс 11.00–23.00,До 700 рублей,Вьетнамская кухня
21,Kung Pho,https://www.afisha.ru/novosibirsk/restaurant/kung-pho-456129/,"Гоголя, 13, ТРЦ «Галерея Новосибирск»",,0.0,55.0436284,82.9223055,Ресторан,пн-вс 10.00–22.00,До 700 рублей,Вьетнамская кухня
22,Kung Pho,https://www.afisha.ru/novosibirsk/restaurant/kung-pho-458332/,"Морской просп., 22",,0.0,54.8391703,83.1063571,Ресторан,пн-вс 11.00–23.00,До 700 рублей,Вьетнамская кухня
23,Kung Pho,https://www.afisha.ru/novosibirsk/restaurant/kung-pho-488185/,"​Красный просп., 157",,0.0,55.0585238,82.9119343,Ресторан,пн-вс 11.00–23.00,До 700 рублей,Вьетнамская кухня
24,На острове,https://www.afisha.ru/novosibirsk/restaurant/na-ostrove-457309/,"Плотинная, 5/2",,0.0,54.8437179,83.0327539,Ресторан,пн-пт 7.30–16.00,До 700 рублей,"Европейская кухня, Русская кухня"
25,Напеку,https://www.afisha.ru/novosibirsk/restaurant/napeku-488256/,"​Софийская, 1, корп. 1",,0.0,54.8540029,82.9760705,Кафе,пн-вс 8.00–21.00,,Пироги
26,Натали,https://www.afisha.ru/novosibirsk/restaurant/natali-15812/,"Коммунистическая, 48",,0.0,55.0232424,82.9235157,Ресторан,пн-сб 8.30–21.00,До 700 рублей,"Австрийская кухня, Вегетарианское меню, Европейская кухня"
27,На углях,https://www.afisha.ru/novosibirsk/restaurant/na-ugliakh-374360/,"Ленина, 3, гостиница «Центральная»",,0.0,55.029582,82.91744,Ресторан,"пн-чт, вс 11.00–0.00, пт-сб 11.00–1.00",700–1700 рублей,"Бургеры, Европейская кухня, Пицца, Стейки"
28,Начинка,https://www.afisha.ru/novosibirsk/restaurant/nachinka-454704/,"микрорайон Стрижи, 11",,0.0,55.1301683,82.8879385,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Европейская кухня, Пельмени, Русская кухня, Узбекская кухня"
29,На Чукотке,https://www.afisha.ru/novosibirsk/restaurant/na-chukotke-482776/,"Чукотская, 2",,0.0,54.9634198,82.884137,Ресторан,пн-пт 8.00–16.00,До 700 рублей,"Европейская кухня, Русская кухня"
30,Наша столовая,https://www.afisha.ru/novosibirsk/restaurant/nasha-stolovaia-74859/,"Тайгинская, 13/1",,0.0,55.1089898,82.989334,Ресторан,"пн-пт 8.00–18.00, сб 9.00–15.00",До 700 рублей,"Пироги, Русская кухня"
31,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-21635/,"просп. Карла Маркса, 39",,0.0,54.9895624,82.9064758,Кондитерская,пн-вс 9.00–21.00,,Торты на заказ
32,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406468/,"Котовского, 13",,0.0,54.991907,82.8782774,Кондитерская,пн-вс 8.00–20.00,,Торты на заказ
33,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406469/,"Блюхера, 8",,0.0,54.986378,82.894955,Кондитерская,пн-вс 8.00–20.00,,Торты на заказ
34,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406470/,"Станиславского, 16",,0.0,54.9804353,82.8715336,Кондитерская,пн-вс 8.00–20.00,,Торты на заказ
35,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406471/,"Станиславского, 6",,0.0,54.98814,82.870364,Кондитерская,пн-вс 9.00–21.00,,Торты на заказ
36,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406472/,"Петухова, 63/2",,0.0,54.9452844,82.8436155,Кондитерская,пн-пт 9.00–18.00,,Торты на заказ
37,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406473/,"Сержанта Коротаева, 5",,0.0,54.9621299,82.9533886,Кондитерская,пн-вс 9.00–21.00,,Торты на заказ
38,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406474/,"пос. Краснообск, 111",,0.0,54.9219258,82.9921937,Кондитерская,пн-вс 8.00–20.00,,Торты на заказ
39,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406475/,"Громова, 7",,0.0,54.9367521,82.9103971,Кондитерская,пн-вс 8.00–21.00,,Торты на заказ
40,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406476/,"Петухова, 99/1",,0.0,54.9407918,82.95239,Кондитерская,пн-вс 9.00–21.00,,Торты на заказ
41,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406478/,"Первомайская, 234",,0.0,54.9780024,83.0495981,Кондитерская,пн-вс 8.00–20.00,,Торты на заказ
42,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406479/,"Гоголя, 204/1",,0.0,55.0482546,82.9669029,Кондитерская,пн-вс 9.00–21.00,,Торты на заказ
43,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406480/,"Российская, 21",,0.0,54.8693664,83.0850312,Кондитерская,"пн-сб 9.00–21.00, вс 9.00–19.00",,Торты на заказ
44,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406481/,"Ленина, 73",,0.0,55.037699,82.896956,Кондитерская,пн-вс 8.00–20.00,,Торты на заказ
45,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-406482/,"Виктора Уса, 1/2",,0.0,54.9413268,82.8862168,Кондитерская,пн-вс 9.00–21.00,,Торты на заказ
46,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-486138/,"Декабристов, 41",,0.0,55.0140149,82.9368517,Кондитерская,пн-вс 8.00–20.00,,Торты на заказ
47,Неаполь,https://www.afisha.ru/novosibirsk/restaurant/neapol-486139/,"Плахотного, 2",,0.0,54.986203,82.8688859,Кондитерская,пн-пт 8.00–19.00,,Торты на заказ
48,Il Патио,https://www.afisha.ru/novosibirsk/restaurant/il-patio-35215/,"Ватутина, 107, ТЦ «Мега Новосибирск»",,0.0,54.964117,82.936339,Ресторан,пн-вс 10.00–22.00,700–1700 рублей,"Итальянская кухня, Паста, Пицца"
49,Il Патио,https://www.afisha.ru/novosibirsk/restaurant/il-patio-74068/,"Военная, 5, ТРЦ «Аура»",,0.0,55.028749,82.936698,Ресторан,"пн-чт, вс 10.00–22.00, пт-сб 10.00–23.00",700–1700 рублей,"Итальянская кухня, Паста, Пицца"
50,Il Патио,https://www.afisha.ru/novosibirsk/restaurant/il-patio-410933/,"Красный просп., 29",,0.0,55.031335,82.919492,Ресторан,"пн-чт, вс 8.00–1.00, пт-сб 8.00–3.00",700–1700 рублей,"Итальянская кухня, Паста, Пицца"
51,Italiano,https://www.afisha.ru/novosibirsk/restaurant/italiano-314094/,аэропорт Обь-4,,0.0,55.0095294,82.6712028,Ресторан,круглосуточно,700–1700 рублей,"Европейская кухня, Итальянская кухня"
52,Jawsspot,https://www.afisha.ru/novosibirsk/restaurant/jawsspot-456659/,"Максима Горького, 54","Новосибирское представительство екатеринбургской пивоварни Jaws Brewery — аскетичный светлый барчик, где можно расположиться хоть в одиночестве за барной стойкой, хоть большой компанией за вместительными столами. На кранах — 19 сортов от Jaws, кое-что еще — в холодильнике в стекле. Вместе с этим — набор сидров и импортного пива. Меню закусок нехитрое, но достаточное. Стоит иметь в виду, что кухня закрывается на полчаса-час раньше, чем бар.",0.0,55.026876,82.919468,Бар,"пн-чт, вс 15.00–1.00, пт-сб 15.00–3.00",,Неизвестно
53,Jazz Club,https://www.afisha.ru/novosibirsk/restaurant/jazz-club-456128/,"Челюскинцев, 14/2",,0.0,55.0384198,82.9035549,Ресторан,"пн-чт, вс 11.00–0.00, пт-сб 11.00–2.00",700–1700 рублей,Европейская кухня
54,John Gregor Old Pub,https://www.afisha.ru/novosibirsk/restaurant/john-gregor-old-pub-62244/,"Ленина, 8","В отличие от большинства новосибирских пабов этот ориентирован не на Англию и Ирландию, а в первую очередь на Бельгию, со всем ее многообразием культурных связей. В пивном меню — 12 кранов с европейской классикой и современностью (от бланша и крика до фламандского эля и жесткого стаута) и около 60 позиций в бутылках. Кухня заслуживает отдельного внимания: пицца фламекёш, бельгийские вафли и французские мини-киши, мидии в разных соусах и колбаски ручной работы, сыр и мясо из собственной коптильни, приличный выбор горячих блюд. Интерьер паба прост и почти незаметен, а публика — преимущественно взрослая. Но самое главное достоинства John Gregor Old Pub — это быстрый и прекрасно осведомленный во всех тонкостях меню персонал.",0.0,55.029802,82.915642,Ресторан,"пн-чт 12.00–0.00, пт 12.00–2.00, сб 14.00–2.00, вс 14.00–0.00",700–1700 рублей,"Английская кухня, Бургеры, Европейская кухня, Пицца, Стейки"
55,Jonathan,https://www.afisha.ru/novosibirsk/restaurant/jonathan-87503/,"Красный просп., 22, 1 этаж","Бар Jonathan на Красном, 22, — первый в городе эксперимент с собственной микропивоварней. Объемы пивного производства здесь домашние: варят только один лагер и один портер без изысков, дополняя барную карту десятком бутылочных и разливных сортов от популярных российских пивоварен вроде «Василеостровской» и Jaws. В будущем обещают расширить ассортимент как минимум втрое. Атмосфера тоже домашняя: незамысловатый интерьер из светлого дерева, чайки на стенах , общительные бармены, гуляющий по залам персиковый кот. В кухонном меню — крылышки, колбаски, сыр, пицца и отличные бургеры.",0.0,55.022901,82.923012,Ресторан,"пн-чт 12.00–0.00, пт 12.00–2.00, сб 14.00–2.00, вс 14.00–0.00",700–1700 рублей,"Американская кухня, Бургеры, Итальянская кухня, Паста, Пицца"
56,Kabančik,https://www.afisha.ru/novosibirsk/restaurant/kabancik-494841/,"Восход, 32",,0.0,55.0154401,82.9457104,Ресторан,"пн-чт, вс 12.00–23.00, пт-сб 12.00–0.00",700–1700 рублей,"Немецкая кухня, Чешская кухня"
57,Kannam Chicken,https://www.afisha.ru/novosibirsk/restaurant/kannam-chicken-487604/,"Троллейная, 130а, ТРЦ «Континент»",,0.0,54.9664239,82.8530149,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Корейская кухня, Суши, Японская кухня"
58,Kebab Grill,https://www.afisha.ru/novosibirsk/restaurant/kebab-grill-312906/,"Фрунзе, 238, ТРЦ «Сибирский молл», 1 этаж",,0.0,55.0391556,82.9607859,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Турецкая кухня, Узбекская кухня"
59,Kellers,https://www.afisha.ru/novosibirsk/restaurant/kellers-35263/,"Шевченко, 31а",,0.0,55.0231745,82.9406468,Ресторан,пн-сб 12.00–0.00,700–1700 рублей,"Бургеры, Вегетарианское меню, Европейская кухня, Немецкая кухня"
60,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-35233/,"Красный просп., 29",,0.0,55.0313756,82.9195464,Ресторан,круглосуточно,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
61,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-35235/,"Красный просп., 101, ТРК «Ройял-парк», 2 этаж",,0.0,55.0558773,82.9123272,Ресторан,пн-вс 10.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
62,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-35236/,"Вокзальная магистраль, 1, Marins Park Hotel Novosibirsk",,0.0,55.035621,82.900522,Ресторан,круглосуточно,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
63,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-35237/,"Фрунзе, 238, ТРЦ «Сибирский молл»",,0.0,55.039285,82.960676,Ресторан,пн-вс 10.00–23.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
64,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-35238/,"просп. Карла Маркса, 24",,0.0,54.989713,82.908052,Ресторан,"пн-пт 8.00–0.00, сб-вс 10.00–0.00",До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
65,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-35239/,"Ватутина, 107, ТЦ «Мега Новосибирск»",,0.0,54.9643611,82.9366708,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
66,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-35240/,"пл. Карла Маркса, 2, ТЦ Festival Gallery",,0.0,54.9837813,82.8927308,Ресторан,"пн-пт 8.00–0.00, сб-вс 9.00–0.00",До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
67,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-38284/,"Военная, 5, ТРЦ «Аура», 4 этаж",,0.0,55.0287893,82.9367432,Ресторан,пн-вс 10.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
68,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-74046/,"Дуси Ковальчук, 179/4, ТРК «Калина-центр»",,0.0,55.0606663,82.9141794,Ресторан,пн-вс 8.00–2.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
69,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-74048/,"Гоголя, 13, ТРЦ «Галерея Новосибирск»",,0.0,55.0430601,82.9221053,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
70,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-74049/,"Гоголя, 15, ТЦ «Юпитер»",,0.0,55.043289,82.924198,Ресторан,пн-вс 9.00–0.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
71,KFC,https://www.afisha.ru/novosibirsk/restaurant/kfc-74051/,"пл. Карла Маркса, 7, МФК «Сан-сити»",,0.0,54.980316,82.8978939,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Американская кухня, Бургеры, Сэндвичи"
72,Минори,https://www.afisha.ru/novosibirsk/restaurant/minori-455390/,"Романтиков, 2",,0.0,55.1109311,82.9678573,Ресторан,"пн-чт, вс 10.00–22.00, пт-сб 10.00–23.00",До 700 рублей,"Вок, Суши, Японская кухня"
73,Минутка,https://www.afisha.ru/novosibirsk/restaurant/minutka-74094/,"Михаила Перевозчикова, 2, цокольный этаж",,0.0,55.060522,82.909922,Ресторан,пн-пт 11.00–18.00,До 700 рублей,"Европейская кухня, Русская кухня"
74,Минутка,https://www.afisha.ru/novosibirsk/restaurant/minutka-454673/,"Ионосферная, 100",,0.0,54.8476591,83.1219243,Ресторан,пн-вс 9.00–21.00,До 700 рублей,"Европейская кухня, Русская кухня"
75,Мозаика,https://www.afisha.ru/novosibirsk/restaurant/mozaika-346522/,"Оловозаводская, 25, корп. 2",,0.0,54.958364,82.9459856,Ресторан,пн-пт 9.00–17.00,До 700 рублей,Русская кухня
76,Мозаика,https://www.afisha.ru/novosibirsk/restaurant/mozaika-406439/,"2-я Станционная, 30, корп. 4",,0.0,55.0102633,82.8068619,Ресторан,пн-пт 9.30–15.00,До 700 рублей,Русская кухня
77,Молочай,https://www.afisha.ru/novosibirsk/restaurant/molochai-492530/,"Геодезическая, 4/1, ТЦ «Амстердам»",,0.0,54.9898643,82.9036277,Ресторан,пн-вс 10.00–22.00,До 700 рублей,Китайская кухня
78,Море вкусов,https://www.afisha.ru/novosibirsk/restaurant/more-vkusov-488267/,"​Комбинатская, 10",,0.0,55.0500251,82.9768439,Ресторан,пн-пт 9.00–16.00,До 700 рублей,"Европейская кухня, Русская кухня"
79,Море вкусов,https://www.afisha.ru/novosibirsk/restaurant/more-vkusov-488268/,"​Королева, 40, корп. 40",,0.0,55.0613225,82.965494,Ресторан,пн-пт 9.00–17.00,До 700 рублей,"Европейская кухня, Русская кухня"
80,Морики,https://www.afisha.ru/novosibirsk/restaurant/moriki-456656/,"Красный просп., 24, цокольный этаж",,0.0,55.0239536,82.9227313,Ресторан,"пн-чт 17.00–1.00, пт 17.00–2.00, сб 15.00–2.00, вс 15.00–1.00",700–1700 рублей,"Паназиатская кухня, Устрицы"
81,Морской волк,https://www.afisha.ru/novosibirsk/restaurant/morskoi-volk-74103/,"Полевая, 3",,0.0,54.865743,83.0987959,Ресторан,пн-вс 11.00–22.00,700–1700 рублей,"Вегетарианское меню, Русская кухня"
82,Моя семья,https://www.afisha.ru/novosibirsk/restaurant/moia-semia-442765/,"Волочаевская, 77",,0.0,55.0473077,83.0095059,Ресторан,пн-вс 11.00–3.00,До 700 рублей,"Вегетарианское меню, Европейская кухня, Паназиатская кухня"
83,Мубарак,https://www.afisha.ru/novosibirsk/restaurant/mubarak-442735/,"Красный просп., 188",,0.0,55.059746,82.9140063,Ресторан,пн-вс 10.00–23.00,До 700 рублей,"Европейская кухня, Узбекская кухня"
84,Мюнхенский дворик,https://www.afisha.ru/novosibirsk/restaurant/miunkhenskii-dvorik-47903/,"Советская, 52",,0.0,55.0436843,82.9130198,Ресторан,"пн-чт, вс 12.00–1.00, пт-сб 12.00–2.00",700–1700 рублей,"Европейская кухня, Немецкая кухня, Русская кухня"
85,Мясо Roob,https://www.afisha.ru/novosibirsk/restaurant/miaso-roob-313416/,"Вокзальная магистраль, 16, 1 этаж","В «Мясорубе», позиционирующемся как «суровая сибирская бургерная», все говорит о серьезности намерений этой концепции соответствовать. За баром — накачанные бородатые парни в клетчатых рубашках, в зале — деревянные столы в виде распиленных стволов (и не очень удобные сидушки — видимо, чтобы никто не расслаблялся), в меню — пять бургеров (в том числе таежный с брусничным соусом) и отдельно котлета, пиво, сидр, безалкогольные напитки и бельгийские вафли (с нутеллой, смородиновым вареньем и мороженым). С расположением владельцы не прогадали: бургерная находится практически на одной из главных улиц города, Вокзальной магистрали, при этом соседние фастфуд-заведения ей не помеха — специализируются по большей части на выпечке.",0.0,55.0313536,82.9142449,Ресторан,пн-вс 11.00–23.00,До 700 рублей,"Американская кухня, Бургеры"
86,Мясо Roob,https://www.afisha.ru/novosibirsk/restaurant/miaso-roob-315145/,"Красный просп., 17, ТЦ «Бутон»",,0.0,55.026456,82.920773,Ресторан,пн-вс 11.00–23.00,До 700 рублей,"Американская кухня, Бургеры"
87,Мясо Roob,https://www.afisha.ru/novosibirsk/restaurant/miaso-roob-347513/,"Морской просп., 2",,0.0,54.8409254,83.1102342,Ресторан,пн-вс 11.00–23.00,До 700 рублей,"Американская кухня, Бургеры"
88,Мясо Roob,https://www.afisha.ru/novosibirsk/restaurant/miaso-roob-455814/,"Ватутина, 107, ТЦ «Мега Новосибирск»",,0.0,54.9644027,82.9369522,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Американская кухня, Бургеры"
89,Мясо Roob,https://www.afisha.ru/novosibirsk/restaurant/miaso-roob-485468/,"Военная, 5, ТРЦ «Аура»",,0.0,55.0287376,82.9370715,Ресторан,пн-вс 10.00–22.00,До 700 рублей,"Американская кухня, Бургеры"
90,Мята,https://www.afisha.ru/novosibirsk/restaurant/miata-259221/,"Бориса Богаткова, 250/1",,0.0,55.038011,82.979315,Ресторан,пн-вс 8.00–21.00,До 700 рублей,"Европейская кухня, Мексиканская кухня, Пироги, Русская кухня, Узбекская кухня"
91,Мятный карась,https://www.afisha.ru/novosibirsk/restaurant/miatnyi-karas-48717/,"Красный просп., 37",,0.0,55.0343769,82.9187612,Ресторан,пн-вс 12.00–0.00,700–1700 рублей,"Вок, Паназиатская кухня, Суши, Японская кухня"
92,Мятный карась,https://www.afisha.ru/novosibirsk/restaurant/miatnyi-karas-493898/,"пл. Карла Маркса, 1, ГУМ «Россия»",,0.0,54.981371,82.897451,Ресторан,пн-вс 12.00–0.00,700–1700 рублей,"Вок, Паназиатская кухня, Суши, Японская кухня"
93,Мятный карась,https://www.afisha.ru/novosibirsk/restaurant/miatnyi-karas-494179/,"Ильича, 10",,0.0,54.8409928,83.092947,Ресторан,пн-вс 12.00–0.00,700–1700 рублей,"Вок, Паназиатская кухня, Суши, Японская кухня"
94,Набережная,https://www.afisha.ru/novosibirsk/restaurant/naberezhnaia-313470/,"Инская, 39, гостиница «Набережная»",,0.0,55.0125379,82.9311232,Ресторан,пн-вс 8.00–19.00,До 700 рублей,"Европейская кухня, Русская кухня"
95,На даче,https://www.afisha.ru/novosibirsk/restaurant/na-dache-44325/,"Дачное ш., 5","Ресторан в Заельцовском бору исполнен в духе «дворянского гнезда», устроенного за бревенчатыми стенами дорогого новодела. Внутри — каминный зал, гостиная, кабинет, с дощатыми полами, старинными семейными фото и абажурами с бахромой. Снаружи — стойло для лошадей, летняя терраса с видом на лес и мини-зоопарк с мелким домашним скотом и птицей. Самая приметная деталь интерьера — настоящая изразцовая печь, расписанная томскими умельцами. В меню, как диктует концепция, дворянский микс из русской и французской кухни. Рыба, дичь под ягодными соусами, традиционные супы, сложносочиненные десерты. Можно даже заказать осетра под соусом из черной икры с шампанским. Несмотря на некую нарочитость всей этой дворянской сказки, главное достоинство «На даче» — прекрасная кухня, которая позволяет отвлечься от размышлений о целесообразности коновязи у входа. Многочисленные закуски готовят в собственной коптильне и засолочном цехе, алкогольную карту опять же сами дополняют разнообразными наливками и настойками. Есть детская игровая комната.",0.0,55.0744378,82.8122109,Ресторан,пн-вс 12.00–0.00,1700–3000 рублей,"Блины, Вегетарианское меню, Европейская кухня, Пельмени, Пироги, Русская кухня"
96,Мастерская дыма,https://www.afisha.ru/novosibirsk/restaurant/masterskaia-dyma-346543/,"Семьи Шамшиных, 26в",,0.0,55.0311513,82.932905,Ресторан,"пн-чт 12.00–2.00, пт 12.00–4.00, сб 16.00–4.00, вс 16.00–2.00",,Паровые коктейли
97,Мастер-стейк,https://www.afisha.ru/novosibirsk/restaurant/master-steik-290782/,"Державина, 36в",,0.0,55.0388866,82.9229755,Ресторан,"пн-пт 10.00–23.30, сб-вс 11.00–23.30",700–1700 рублей,"Европейская кухня, Стейки"
