,Unnamed: 0.1,name,address,description
262,327,Отель Радуга,"Гусинобродское шоссе, д.41/1, Новосибирск","Отель Радуга по адресу Гусинобродское шоссе, д.41/1, Новосибирск. Минимальная стоимость в отеле 'Отель Радуга' за ночь: от 3500₽"
263,331,Рассвет,"ул. Комсомольская, 5, Чаны","Рассвет по адресу ул. Комсомольская, 5, Чаны. Минимальная стоимость в отеле 'Рассвет' за ночь: от 3122₽"
264,332,Хостел Warm corner,"улица Усадебная, д. 7, Обь","Хостел Warm corner по адресу улица Усадебная, д. 7, Обь. Минимальная стоимость в отеле 'Хостел Warm corner' за ночь: от 2476₽"
265,333,Юбилейная,"квартал 12, дом 3, Куйбышев","Юбилейная по адресу квартал 12, дом 3, Куйбышев. Минимальная стоимость в отеле 'Юбилейная' за ночь: от 4507₽"
266,334,База отдыха Зеленый Дом,"улица Боровая, д.2, Мирный","База отдыха Зеленый Дом по адресу улица Боровая, д.2, Мирный. Минимальная стоимость в отеле 'База отдыха Зеленый Дом' за ночь: от 6412₽"
267,335,A 54 Hostel,"проспект Карла Маркса,11, Новосибирск","A 54 Hostel по адресу проспект Карла Маркса,11, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'A 54 Hostel' за ночь: от 2260₽"
268,336,Гостиница Агат,"ул. Кольцово, 19, пос. Кольцово","Гостиница Агат по адресу ул. Кольцово, 19, пос. Кольцово. Минимальная стоимость в отеле 'Гостиница Агат' за ночь: от 3202₽"
269,339,Петров Двор,"ул. Восход, д.66, лит.А, Новосибирск","Петров Двор по адресу ул. Восход, д.66, лит.А, Калининский район, Новосибирск. Минимальная стоимость в отеле 'Петров Двор' за ночь: от 3202₽"
270,340,Yousinn (Юсинн) на улице Иванова 26,"ул. Иванова, 26, Новосибирск","Yousinn (Юсинн) на улице Иванова 26 по адресу ул. Иванова, 26, Советский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Иванова 26' за ночь: от 2388₽"
271,341,Оазис,"Караканский бор, Абрашино","Оазис по адресу Караканский бор, Абрашино. Минимальная стоимость в отеле 'Оазис' за ночь: от 4507₽"
272,342,Парк Хостел,"ул. Ядринцевская, д. 18, Новосибирск","Парк Хостел по адресу ул. Ядринцевская, д. 18, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Парк Хостел' за ночь: от 2260₽"
273,343,"Алатырь Новосибирск, пер. 1-й Римского-Корсака, д. 5","Россия, 630054, Новосибирская область, Новосибирск, пер. 1-й Римского-Корсака, д. 5, Новосибирск","Алатырь Новосибирск, пер. 1-й Римского-Корсака, д. 5 по адресу Россия, 630054, Новосибирская область, Новосибирск, пер. 1-й Римского-Корсака, д. 5, Новосибирск. Минимальная стоимость в отеле 'Алатырь Новосибирск, пер. 1-й Римского-Корсака, д. 5' за ночь: от 3202₽"
274,344,Мини-отель Сиботель,"Улица Арбузова, д. 10, Новосибирск","Мини-отель Сиботель по адресу Улица Арбузова, д. 10, Советский район, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Сиботель' за ночь: от 2452₽"
275,345,Отель Smart Hotel KDO Новосибирск,"улица Дмитрия Шамшурина, д. 43, Новосибирск","Отель Smart Hotel KDO Железнодорожный район, Новосибирск по адресу улица Дмитрия Шамшурина, д. 43, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Отель Smart Hotel KDO Железнодорожный район, Новосибирск' за ночь: от 3747₽"
276,346,Жемчужина,"ул. Жуковского, д. 8, Новосибирск","Жемчужина по адресу ул. Жуковского, д. 8, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Жемчужина' за ночь: от 3202₽"
277,347,Apartment Derzhavina,"Державина 11, кв 47, Новосибирск","Apartment Derzhavina по адресу Державина 11, кв 47, Новосибирск. Минимальная стоимость в отеле 'Apartment Derzhavina' за ночь: от 3090₽"
278,349,Диван и чемодан на улице Семьи Шамшиных,"ул. Семьи Шамшиных, 18, Новосибирск","Диван и чемодан на улице Семьи Шамшиных по адресу ул. Семьи Шамшиных, 18, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на улице Семьи Шамшиных' за ночь: от 2309₽"
279,350,Хостел GoodNighter,"улица Красина, д.56, Новосибирск","Хостел GoodNighter по адресу улица Красина, д.56, Дзержинский район, Новосибирск. Минимальная стоимость в отеле 'Хостел GoodNighter' за ночь: от 2260₽"
280,352,Erunin Hotels Group на Далидовича 35 (Ерунин хотелс групп),"ул. Далидовича, 35, Новосибирск","Erunin Hotels Group на Далидовича 35 (Ерунин хотелс групп) по адресу ул. Далидовича, 35, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Erunin Hotels Group на Далидовича 35 (Ерунин хотелс групп)' за ночь: от 3200₽"
281,353,Отель Оазис,"улица 1-я Юргинская, д.64, Новосибирск","Отель Оазис по адресу улица 1-я Юргинская, д.64, Новосибирск. Минимальная стоимость в отеле 'Отель Оазис' за ночь: от 3202₽"
282,354,Русь,"ул. Промышленная, д.1, Купино","Русь по адресу ул. Промышленная, д.1, Купино. Минимальная стоимость в отеле 'Русь' за ночь: от 3122₽"
283,355,Мини-отель У Петровича,"Омский тракт, д.1, Обь","Мини-отель У Петровича по адресу Омский тракт, д.1, Обь. Минимальная стоимость в отеле 'Мини-отель У Петровича' за ночь: от 2600₽"
284,359,Диван и чемодан на Галущака 15,"ул. Галущака, 15, Новосибирск","Диван и чемодан на Галущака 15 по адресу ул. Галущака, 15, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Галущака 15' за ночь: от 2223₽"
285,360,Квартирка-НСК в Горском 75,"мкр. Горский, 75, Новосибирск","Квартирка-НСК в Горском 75 по адресу мкр. Горский, 75, Новосибирск. Минимальная стоимость в отеле 'Квартирка-НСК в Горском 75' за ночь: от 3174₽"
286,361,Санаторий-профилакторий Бараба,"пер. Индустриальный, д.2, Барабинск","Санаторий-профилакторий Бараба по адресу пер. Индустриальный, д.2, Барабинск. Минимальная стоимость в отеле 'Санаторий-профилакторий Бараба' за ночь: от 6783₽"
287,362,Парус (Бердск),"633011, Новосибирская область, г. Бердск, ул. Красный Сокол, д. 29, Бердск","Парус (Бердск) по адресу 633011, Новосибирская область, г. Бердск, ул. Красный Сокол, д. 29, Бердск. Минимальная стоимость в отеле 'Парус (Бердск)' за ночь: от 14601₽"
288,363,Аризона,"улица Щетинкина, дом 34, Новосибирск","Аризона по адресу улица Щетинкина, дом 34, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Аризона' за ночь: от 3202₽"
289,364,Золотой берег,"ул. Софийская 19, Новосибирск","Золотой берег по адресу ул. Софийская 19, Новосибирск. Минимальная стоимость в отеле 'Золотой берег' за ночь: от 6783₽"
290,367,База Отдыха Дом Охотника,"село Сосновка, Боровое","База Отдыха Дом Охотника по адресу село Сосновка, Боровое. Минимальная стоимость в отеле 'База Отдыха Дом Охотника' за ночь: от 4507₽"
291,368,Центральная (быв.Колос),"ул. Ленина, д. 20, Краснозерское","Центральная (быв.Колос) по адресу ул. Ленина, д. 20, Краснозерское. Минимальная стоимость в отеле 'Центральная (быв.Колос)' за ночь: от 4507₽"
292,370,Бутик-отель Nord Castle,"ул. Аэропорт, 88/8, Новосибирск","Бутик-отель Nord Castle по адресу ул. Аэропорт, 88/8, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Бутик-отель Nord Castle' за ночь: от 6449₽"
293,371,Хостел Новониколаевск,"улица Дуси Ковальчук, д. 16, Новосибирск","Хостел Новониколаевск по адресу улица Дуси Ковальчук, д. 16, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Хостел Новониколаевск' за ночь: от 2260₽"
294,372,Отель Романо Хаус,"Л. Толстого ул., д. 75, Новосибирск","Отель Романо Хаус по адресу Л. Толстого ул., д. 75, Новосибирск. Минимальная стоимость в отеле 'Отель Романо Хаус' за ночь: от 4063₽"
295,373,База отдыха Резиденция Сагиттариус,"улица Берёзовая, д.14/7, Новосибирск","База отдыха Резиденция Сагиттариус по адресу улица Берёзовая, д.14/7, Новосибирск. Минимальная стоимость в отеле 'База отдыха Резиденция Сагиттариус' за ночь: от 3202₽"
296,374,Truck House Отель,"Восточное шоссе, д.5, Новосибирск","Truck House Отель по адресу Восточное шоссе, д.5, Новосибирск. Минимальная стоимость в отеле 'Truck House Отель' за ночь: от 3202₽"
297,375,В гости на улице Челюскинцев 14,"ул. Челюскинцев, 14, Новосибирск","В гости на улице Челюскинцев 14 по адресу ул. Челюскинцев, 14, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Челюскинцев 14' за ночь: от 2829₽"
298,376,В гости на улице Ленина 94,"ул. Ленина, 94, Новосибирск","В гости на улице Ленина 94 по адресу ул. Ленина, 94, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Ленина 94' за ночь: от 3198₽"
299,377,Квартирка-НСК в Горском 86,"мкр. Горский, 86, Новосибирск","Квартирка-НСК в Горском 86 по адресу мкр. Горский, 86, Новосибирск. Минимальная стоимость в отеле 'Квартирка-НСК в Горском 86' за ночь: от 3673₽"
300,379,Гостиница Ассоль,"улица Народная, д.20/1, Новосибирск","Гостиница Ассоль по адресу улица Народная, д.20/1, Калининский район, Новосибирск. Минимальная стоимость в отеле 'Гостиница Ассоль' за ночь: от 3202₽"
301,380,Диван и чемодан на улице Дуси Ковальчук 260,"ул. Дуси Ковальчук, 260, Новосибирск","Диван и чемодан на улице Дуси Ковальчук 260 по адресу ул. Дуси Ковальчук, 260, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на улице Дуси Ковальчук 260' за ночь: от 2261₽"
302,384,Диван и чемодан на Советской 50,"ул. Советская, 50, Новосибирск","Диван и чемодан на Советской 50 по адресу ул. Советская, 50, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Советской 50' за ночь: от 2438₽"
303,387,Диван и чемодан на Красном 94,"пр-кт Красный, 94, Новосибирск","Диван и чемодан на Красном 94 по адресу пр-кт Красный, 94, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Красном 94' за ночь: от 2097₽"
304,388,Мини-отель на Челюскинцев 17,"улица Челюскинцев, д.17, Новосибирск","Мини-отель на Челюскинцев 17 по адресу улица Челюскинцев, д.17, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Мини-отель на Челюскинцев 17' за ночь: от 2452₽"
305,389,Yousinn (Юсинн) на улице Державина,"ул. Державина, 92, Новосибирск","Yousinn (Юсинн) на улице Державина по адресу ул. Державина, 92, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Державина' за ночь: от 2969₽"
306,390,Yousinn (Юсинн) на улице Одоевского 1/2,"ул. Одоевского, 1/2, Новосибирск","Yousinn (Юсинн) на улице Одоевского 1/2 по адресу ул. Одоевского, 1/2, Первомайский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Одоевского 1/2' за ночь: от 1960₽"
307,391,Релакс (Relax),"ул. Школьная, д.10, Озеро-Карачи","Релакс (Relax) по адресу ул. Школьная, д.10, Озеро-Карачи. Минимальная стоимость в отеле 'Релакс (Relax)' за ночь: от 3122₽"
308,392,У самовара,"ул. Пасечная, д.10, Новосибирск","У самовара по адресу ул. Пасечная, д.10, Советский район, Новосибирск. Минимальная стоимость в отеле 'У самовара' за ночь: от 3202₽"
309,393,Восток,"ул.Промышленная, 1а/3, Бердск","Восток по адресу ул.Промышленная, 1а/3, Бердск. Минимальная стоимость в отеле 'Восток' за ночь: от 2643₽"
310,394,Хостел На Сибирской,"улица Сибирская,д. 51, Новосибирск","Хостел На Сибирской по адресу улица Сибирская,д. 51, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Хостел На Сибирской' за ночь: от 1221₽"
311,395,Yousinn (Юсинн) на улице Жуковского,"ул. Жуковского, 117, Новосибирск","Yousinn (Юсинн) на улице Жуковского по адресу ул. Жуковского, 117, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Жуковского' за ночь: от 2834₽"
312,396,В гости на улице Челюскинцев 15/1,"ул. Челюскинцев, 15/1-9, Новосибирск","В гости на улице Челюскинцев 15/1 по адресу ул. Челюскинцев, 15/1-9, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Челюскинцев 15/1' за ночь: от 3250₽"
313,398,Уют,"Индустриальный мкр., д.13а, Искитим","Уют по адресу Индустриальный мкр., д.13а, Искитим. Минимальная стоимость в отеле 'Уют' за ночь: от 3122₽"
314,400,Room Apart (Рум Апарт) на улице Ядринцевская,"ул. Ядринцевская, 71, Новосибирск","Room Apart (Рум Апарт) на улице Ядринцевская по адресу ул. Ядринцевская, 71, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Room Apart (Рум Апарт) на улице Ядринцевская' за ночь: от 3355₽"
315,401,Меблированная комната Goluboe Ozero,"Морская улица, 50, Бердск","Меблированная комната Goluboe Ozero по адресу Морская улица, 50, Бердск. Минимальная стоимость в отеле 'Меблированная комната Goluboe Ozero' за ночь: от 4440₽"
316,402,Гостиный Двор на улице Гоголя,"ул. Гоголя, 26, Новосибирск","Гостиный Двор на улице Гоголя по адресу ул. Гоголя, 26, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Гостиный Двор на улице Гоголя' за ночь: от 2373₽"
317,403,Viaggio Aparts (Виаджио Апартс) на улице Овражная,"ул. Овражная, 3, Новосибирск","Viaggio Aparts (Виаджио Апартс) на улице Овражная по адресу ул. Овражная, 3, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Viaggio Aparts (Виаджио Апартс) на улице Овражная' за ночь: от 4214₽"
318,405,Аппартаменты на Коммунистической 26-3,"улица Коммунистическая, дом 26, Новосибирск","Аппартаменты на Коммунистической 26-3 по адресу улица Коммунистическая, дом 26, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'Аппартаменты на Коммунистической 26-3' за ночь: от 1870₽"
319,406,Elektron,"2-ой Краснодонский пер., д. 3, Новосибирск","Elektron по адресу 2-ой Краснодонский пер., д. 3, Новосибирск. Минимальная стоимость в отеле 'Elektron' за ночь: от 3202₽"
320,407,Гостевой дом Хуторок,"улица Бердская, д.97, Мамоново","Гостевой дом Хуторок по адресу улица Бердская, д.97, Мамоново. Минимальная стоимость в отеле 'Гостевой дом Хуторок' за ночь: от 2238₽"
321,408,Гостиница Виктория Хаус,"улица Далидовича, д. 35, Новосибирск","Гостиница Виктория Хаус по адресу улица Далидовича, д. 35, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Гостиница Виктория Хаус' за ночь: от 3202₽"
322,411,Подкова,"ул. Советская, 285, Искитим","Подкова по адресу ул. Советская, 285, Искитим. Минимальная стоимость в отеле 'Подкова' за ночь: от 4079₽"
323,412,Веста на улице Титова,"ул. Титова, 2, Новосибирск","Веста на улице Титова по адресу ул. Титова, 2, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Веста на улице Титова' за ночь: от 2208₽"
324,413,В гости на улице Челюскинцев 44,"ул. Челюскинцев, 44, Новосибирск","В гости на улице Челюскинцев 44 по адресу ул. Челюскинцев, 44, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Челюскинцев 44' за ночь: от 2823₽"
325,414,Отель Academ Inn,"улица Иванова, д. 6, Новосибирск","Отель Academ Inn по адресу улица Иванова, д. 6, Советский район, Новосибирск. Минимальная стоимость в отеле 'Отель Academ Inn' за ночь: от 2500₽"
326,415,Отель «Гостиный Двор»,"Красный Проспект, д.234/1, Новосибирск","Отель «Гостиный Двор» по адресу Красный Проспект, д.234/1, Новосибирск. Минимальная стоимость в отеле 'Отель «Гостиный Двор»' за ночь: от 4275₽"
327,416,Отель Садовая 19,"улица Садовая, д. 19, Новосибирск","Отель Садовая 19 по адресу улица Садовая, д. 19, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Отель Садовая 19' за ночь: от 8025₽"
328,417,Erunin Hotels Group на Толстого 75 (Ерунин хотелс групп),"ул. Толстого, 75, Новосибирск","Erunin Hotels Group на Толстого 75 (Ерунин хотелс групп) по адресу ул. Толстого, 75, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Erunin Hotels Group на Толстого 75 (Ерунин хотелс групп)' за ночь: от 2937₽"
329,419,Квартирка-НСК на улице Блюхера 65,"ул. Блюхера, 65, Новосибирск","Квартирка-НСК на улице Блюхера 65 по адресу ул. Блюхера, 65, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Квартирка-НСК на улице Блюхера 65' за ночь: от 5001₽"
330,420,Диван и чемодан на Красном 100/1,"пр-кт Красный, 100/1, Новосибирск","Диван и чемодан на Красном 100/1 по адресу пр-кт Красный, 100/1, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Красном 100/1' за ночь: от 2065₽"
331,422,Хостел Juicy,"улица Державина, д.11, Новосибирск","Хостел Juicy по адресу улица Державина, д.11, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Хостел Juicy' за ночь: от 2260₽"
332,423,Отель Мегаполис,"Улица Дуси Ковальчук, д. 252, Новосибирск","Отель Мегаполис по адресу Улица Дуси Ковальчук, д. 252, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Отель Мегаполис' за ночь: от 3202₽"
333,424,Гостевой дом Мичуринский,"улица Барханная, д.2А, Новосибирск","Гостевой дом Мичуринский по адресу улица Барханная, д.2А, Новосибирск. Минимальная стоимость в отеле 'Гостевой дом Мичуринский' за ночь: от 7787₽"
334,427,Zheleznodorozhnaya Apartment,"Железнодорожная 10, кв.9, Новосибирск","Zheleznodorozhnaya Apartment по адресу Железнодорожная 10, кв.9, Новосибирск. Минимальная стоимость в отеле 'Zheleznodorozhnaya Apartment' за ночь: от 3090₽"
335,429,"Алатырь Новосибирск, ул. Карла Маркса, д. 9","Россия, 630064, Новосибирская область, Новосибирск, пр-т. Карла Маркса, д. 9, Новосибирск","Алатырь Новосибирск, ул. Карла Маркса, д. 9 по адресу Россия, 630064, Новосибирская область, Новосибирск, пр-т. Карла Маркса, д. 9, Новосибирск. Минимальная стоимость в отеле 'Алатырь Новосибирск, ул. Карла Маркса, д. 9' за ночь: от 3202₽"
336,431,Yousinn (Юсинн) на улице Первомайская 188,"ул. Первомайская, 188, Новосибирск","Yousinn (Юсинн) на улице Первомайская 188 по адресу ул. Первомайская, 188, Первомайский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Первомайская 188' за ночь: от 2669₽"
337,432,Хостел на Геодезической,"улица Геодезическая, д. 19, Новосибирск","Хостел на Геодезической по адресу улица Геодезическая, д. 19, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Хостел на Геодезической' за ночь: от 2260₽"
338,435,Заря,"ул. Ленина, д.108, Довольное","Заря по адресу ул. Ленина, д.108, Довольное. Минимальная стоимость в отеле 'Заря' за ночь: от 3122₽"
339,437,Апвртаменты на Гоголя 3а,"улица Гоголя, д.3а, Новосибирск","Апвртаменты на Гоголя 3а по адресу улица Гоголя, д.3а, Дзержинский, Железнодорожный, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Апвртаменты на Гоголя 3а' за ночь: от 3090₽"
340,438,Диван и чемодан на Ватутина,"ул. Ватутина, 39, Новосибирск","Диван и чемодан на Ватутина по адресу ул. Ватутина, 39, Кировский район, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Ватутина' за ночь: от 1917₽"
341,439,Клинический санаторий Парус,"улица Красный сокол, 29, Бердск","Клинический санаторий Парус по адресу улица Красный сокол, 29, Бердск. Минимальная стоимость в отеле 'Клинический санаторий Парус' за ночь: от 4440₽"
342,440,Новососедово,"Фермерская ул., 1А, Новососедово","Новососедово по адресу Фермерская ул., 1А, Новососедово. Минимальная стоимость в отеле 'Новососедово' за ночь: от 4507₽"
343,441,Диван и чемодан на Красном проспекте 94/1,"пр-кт Красный, 94/1, Новосибирск","Диван и чемодан на Красном проспекте 94/1 по адресу пр-кт Красный, 94/1, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Красном проспекте 94/1' за ночь: от 2825₽"
344,443,В гости на улице Челюскинцев 14/1,"ул. Челюскинцев, 14/1, Новосибирск","В гости на улице Челюскинцев 14/1 по адресу ул. Челюскинцев, 14/1, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Челюскинцев 14/1' за ночь: от 3198₽"
345,444,В гости на улице Вокзальная магистраль 13,"ул. Вокзальная магистраль, 13, Новосибирск","В гости на улице Вокзальная магистраль 13 по адресу ул. Вокзальная магистраль, 13, Железнодорожный район, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Вокзальная магистраль 13' за ночь: от 2823₽"
346,445,АлАнт на улице Серафимовича,"ул. Серафимовича, 20, Новосибирск","АлАнт на улице Серафимовича по адресу ул. Серафимовича, 20, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Серафимовича' за ночь: от 4375₽"
347,446,Номера Aura,"ул. Семьи Шамшиных, 12, Новосибирск","Номера Aura по адресу ул. Семьи Шамшиных, 12, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Номера Aura' за ночь: от 3090₽"
348,447,Байкал,"Россия, Новосибирская область, Коченево (поселок городского типа), Трасса Р-254 Иртыш, 1422-й километр, д.7, Прокудское","Байкал по адресу Россия, Новосибирская область, Коченево (поселок городского типа), Трасса Р-254 Иртыш, 1422-й километр, д.7, Прокудское. Минимальная стоимость в отеле 'Байкал' за ночь: от 3122₽"
349,449,Гостевой дом Гора U Дачи,"Россия Маслянинский район Новосибирская область, Верх-Ики","Гостевой дом Гора U Дачи по адресу Россия Маслянинский район Новосибирская область, Верх-Ики. Минимальная стоимость в отеле 'Гостевой дом Гора U Дачи' за ночь: от 5880₽"
350,450,Хостел Пух,"Российская улица, д. 21, Новосибирск","Хостел Пух по адресу Российская улица, д. 21, Дзержинский район, Новосибирск. Минимальная стоимость в отеле 'Хостел Пух' за ночь: от 2260₽"
351,452,Мошково,"ул. Дорожная, д.1, Мошково","Мошково по адресу ул. Дорожная, д.1, Мошково. Минимальная стоимость в отеле 'Мошково' за ночь: от 3122₽"
352,454,Hotel X.O. (Икс О),"Любитель с/т, 370, Новосибирск","Hotel X.O. (Икс О) по адресу Любитель с/т, 370, Новосибирск. Минимальная стоимость в отеле 'Hotel X.O. (Икс О)' за ночь: от 2452₽"
353,455,АлАнт на улице Покрышкина,"ул. Покрышкина, 1, Новосибирск","АлАнт на улице Покрышкина по адресу ул. Покрышкина, 1, Кировский район, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Покрышкина' за ночь: от 4337₽"
354,456,Диван и чемодан в Горском 63,"мкр. Горский, 63, Новосибирск","Диван и чемодан в Горском 63 по адресу мкр. Горский, 63, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан в Горском 63' за ночь: от 2954₽"
355,457,Диван и чемодан на Блюхера,"ул. Блюхера, 54, Новосибирск","Диван и чемодан на Блюхера по адресу ул. Блюхера, 54, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Блюхера' за ночь: от 1943₽"
356,458,Yousinn (Юсинн) на улице Овражная,"ул. Овражная, 3, Новосибирск","Yousinn (Юсинн) на улице Овражная по адресу ул. Овражная, 3, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Овражная' за ночь: от 3156₽"
357,459,LiderHouse (ЛидерХаус) на улице Бориса Богаткова,"ул. Бориса Богаткова, 208/2, Новосибирск","LiderHouse (ЛидерХаус) на улице Бориса Богаткова по адресу ул. Бориса Богаткова, 208/2, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'LiderHouse (ЛидерХаус) на улице Бориса Богаткова' за ночь: от 3202₽"
358,460,Room Apart (Рум Апарт) на улице Владимира Заровного,"ул. Владимира Заровного, 26/2, Новосибирск","Room Apart (Рум Апарт) на улице Владимира Заровного по адресу ул. Владимира Заровного, 26/2, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Room Apart (Рум Апарт) на улице Владимира Заровного' за ночь: от 4014₽"
359,461,Как дома. Левый берег на Новосибирской,"ул. Новосибирская, 27, Новосибирск","Как дома. Левый берег на Новосибирской по адресу ул. Новосибирская, 27, Новосибирск. Минимальная стоимость в отеле 'Как дома. Левый берег на Новосибирской' за ночь: от 2435₽"
360,462,Хостел Дом,"Ядринцевская улица, д. 18, Новосибирск","Хостел Дом по адресу Ядринцевская улица, д. 18, Центральный район, Новосибирск. Минимальная стоимость в отеле 'Хостел Дом' за ночь: от 2260₽"
361,464,Yousinn (Юсинн) на улице Немировича-Данченко 144/1,"ул. Немировича-Данченко, 144/1, Новосибирск","Yousinn (Юсинн) на улице Немировича-Данченко 144/1 по адресу ул. Немировича-Данченко, 144/1, Кировский, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Немировича-Данченко 144/1' за ночь: от 4308₽"
362,465,LiderHouse (ЛидерХаус) на магистрали Вокзальная,"мгстр. Вокзальная, 11, Новосибирск","LiderHouse (ЛидерХаус) на магистрали Вокзальная по адресу мгстр. Вокзальная, 11, Новосибирск. Минимальная стоимость в отеле 'LiderHouse (ЛидерХаус) на магистрали Вокзальная' за ночь: от 3202₽"
363,467,АлАнт на улице Кошурникова 23/2,"ул. Кошурникова, 23/2, Новосибирск","АлАнт на улице Кошурникова 23/2 по адресу ул. Кошурникова, 23/2, Дзержинский район, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Кошурникова 23/2' за ночь: от 4125₽"
364,468,Хостел Big Ben,"Красный проспект, д. 99, Новосибирск","Хостел Big Ben по адресу Красный проспект, д. 99, Заельцовский район, Новосибирск. Минимальная стоимость в отеле 'Хостел Big Ben' за ночь: от 2260₽"
365,469,Отель Поляна VERDE,"с. Морозово, ул. Космическая, 50, Морозово","Отель Поляна VERDE по адресу с. Морозово, ул. Космическая, 50, Морозово. Минимальная стоимость в отеле 'Отель Поляна VERDE' за ночь: от 4507₽"
366,470,Капитан,"пр-т Мозжерина, д. 101, Обь","Капитан по адресу пр-т Мозжерина, д. 101, Обь. Минимальная стоимость в отеле 'Капитан' за ночь: от 4507₽"
367,471,Лазурный (Бердск),"633000, Новосибирская область, г. Бердск, Речкуновская зона отдыха, 16, Бердск","Лазурный (Бердск) по адресу 633000, Новосибирская область, г. Бердск, Речкуновская зона отдыха, 16, Бердск. Минимальная стоимость в отеле 'Лазурный (Бердск)' за ночь: от 4507₽"
368,472,Охотник,"ул. Островского 69/1, Бердск","Охотник по адресу ул. Островского 69/1, Бердск. Минимальная стоимость в отеле 'Охотник' за ночь: от 2626₽"
369,475,Радуга,"ул. Коперативная, д.19, Чулым","Радуга по адресу ул. Коперативная, д.19, Чулым. Минимальная стоимость в отеле 'Радуга' за ночь: от 3122₽"
370,476,Золотой Лев,"ул. Лесная поляна, д. 56, Лесная Поляна","Золотой Лев по адресу ул. Лесная поляна, д. 56, Лесная Поляна. Минимальная стоимость в отеле 'Золотой Лев' за ночь: от 4507₽"
371,477,АлАнт на улице Стартовая,"ул. Стартовая, 1, Новосибирск","АлАнт на улице Стартовая по адресу ул. Стартовая, 1, Ленинский район, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Стартовая' за ночь: от 3750₽"
372,478,Central,"ул. Сызранская, 3, Новосибирск","Central по адресу ул. Сызранская, 3, Первомайский район, Новосибирск. Минимальная стоимость в отеле 'Central' за ночь: от 2260₽"
373,479,Гостевой дом на Артиллерийской,"ул.Артиллерийская, 97, Новосибирск","Гостевой дом на Артиллерийской по адресу ул.Артиллерийская, 97, Октябрьский район, Новосибирск. Минимальная стоимость в отеле 'Гостевой дом на Артиллерийской' за ночь: от 7787₽"
