,Unnamed: 0,name,address,description,longitude,latitude
0,0,Гостиничный Комплекс 55 Широта,"улица Дениса Давыдова, д.1/3, Новосибирск","Гостиничный Комплекс 55 Широта по адресу улица Дениса Давыдова, д.1/3, Новосибирск. Минимальная стоимость в отеле 'Гостиничный Комплекс 55 Широта' за ночь: от 3000₽",82.961833,55.070046
1,1,AHOTELS Design Style Толстого,"Улица Толстого, д.56, Новосибирск","AHOTELS Design Style Толстого по адресу Улица Толстого, д.56, Новосибирск. Минимальная стоимость в отеле 'AHOTELS Design Style Толстого' за ночь: от 2614₽",82.941908,55.020255
2,2,Апарт-отель Apartel,"Железнодорожная улица, д.15/1, Новосибирск","Апарт-отель Apartel по адресу Железнодорожная улица, д.15/1, Новосибирск. Минимальная стоимость в отеле 'Апарт-отель Apartel' за ночь: от 2721₽",82.904925,55.047028
3,3,Гостиница Комфорт_Нск,"Улица Богдана Хмельницкого, д.96, Новосибирск","Гостиница Комфорт_Нск по адресу Улица Богдана Хмельницкого, д.96, Новосибирск. Минимальная стоимость в отеле 'Гостиница Комфорт_Нск' за ночь: от 4150₽",82.979242,55.094678
4,4,Отель ESENIN-LocuS,"улица Есенина, д.5/1, Новосибирск","Отель ESENIN-LocuS по адресу улица Есенина, д.5/1, Новосибирск. Минимальная стоимость в отеле 'Отель ESENIN-LocuS' за ночь: от 2700₽",82.994927,55.050901
5,5,Отель Глобус,"улица Лермонтова, д. 43, корп. 1, Новосибирск","Отель Глобус по адресу улица Лермонтова, д. 43, корп. 1, Новосибирск. Минимальная стоимость в отеле 'Отель Глобус' за ночь: от 3506₽",82.92511,55.045434
6,6,Хостел Рус-Новосибирск,"улица Куприна, д.8/1, Новосибирск","Хостел Рус-Новосибирск по адресу улица Куприна, д.8/1, Новосибирск. Минимальная стоимость в отеле 'Хостел Рус-Новосибирск' за ночь: от 1677₽",82.990606,55.043634
7,7,Отель Император,"улица Романова, д.99, Новосибирск","Отель Император по адресу улица Романова, д.99, Новосибирск. Минимальная стоимость в отеле 'Отель Император' за ночь: от 2814₽",82.942771,55.037128
8,8,Отель Клуб Путешественников,"улица Фрунзе 2А, Новосибирск","Отель Клуб Путешественников по адресу улица Фрунзе 2А, Новосибирск. Минимальная стоимость в отеле 'Отель Клуб Путешественников' за ночь: от 2152₽",82.916747,55.035828
9,9,No Bears (Ноу Беарс),"ул. Дмитрия Шамшурина, 1, Новосибирск","No Bears (Ноу Беарс) по адресу ул. Дмитрия Шамшурина, 1, Новосибирск. Минимальная стоимость в отеле 'No Bears (Ноу Беарс)' за ночь: от 2260₽",82.903748,55.028682
10,10,Апарт-Отель OAZIS APART,"улица Лескова, д.25, Новосибирск","Апарт-Отель OAZIS APART по адресу улица Лескова, д.25, Новосибирск. Минимальная стоимость в отеле 'Апарт-Отель OAZIS APART' за ночь: от 2950₽",82.953461,55.025338
11,11,Отель Метелица,"улица Добролюбова, д.195, Новосибирск","Отель Метелица по адресу улица Добролюбова, д.195, Новосибирск. Минимальная стоимость в отеле 'Отель Метелица' за ночь: от 5750₽",82.978003,55.028816
12,12,Отель Перекресток,"Фабричная улица, 4/1, Новосибирск","Отель Перекресток по адресу Фабричная улица, 4/1, Новосибирск. Минимальная стоимость в отеле 'Отель Перекресток' за ночь: от 3322₽",82.922577,55.015692
13,13,Апарт-Отель Ramada hotel&suites by Wyndham Novosibirsk Zhukovka,"улица Победы, д.55, Новосибирск","Апарт-Отель Ramada hotel&suites by Wyndham Novosibirsk Zhukovka по адресу улица Победы, д.55, Новосибирск. Минимальная стоимость в отеле 'Апарт-Отель Ramada hotel&suites by Wyndham Novosibirsk Zhukovka' за ночь: от 5351₽",82.878748,55.067654
14,14,Отель Tolstogo City,"улица Толстого, д.77, Новосибирск","Отель Tolstogo City по адресу улица Толстого, д.77, Новосибирск. Минимальная стоимость в отеле 'Отель Tolstogo City' за ночь: от 3400₽",82.947101,55.019155
15,15,Аврора,"ул. Панфиловцев, д. 53, Новосибирск","Аврора по адресу ул. Панфиловцев, д. 53, Новосибирск. Минимальная стоимость в отеле 'Аврора' за ночь: от 2396₽",82.988252,55.02058
16,16,Мини-отель ЕВРОСАУНА,"улица Мира, д.63А, корп.4, Новосибирск","Мини-отель ЕВРОСАУНА по адресу улица Мира, д.63А, корп.4, Новосибирск. Минимальная стоимость в отеле 'Мини-отель ЕВРОСАУНА' за ночь: от 2476₽",82.92484,54.964391
17,17,Лель,"ул. Кутузова, д.69, Карасук","Лель по адресу ул. Кутузова, д.69, Карасук. Минимальная стоимость в отеле 'Лель' за ночь: от 1600₽",78.058002,53.729809
18,18,Мини-отель Мадо,"улица Светлановская, д. 8, Новосибирск","Мини-отель Мадо по адресу улица Светлановская, д. 8, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Мадо' за ночь: от 2627₽",82.914779,55.072443
19,19,Диван и чемодан на Ленина,"ул. Ленина, 79, Новосибирск","Диван и чемодан на Ленина по адресу ул. Ленина, 79, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Ленина' за ночь: от 2051₽",82.895277,55.038975
20,20,Отель Хлебный год,"Советское шоссе, д.7, Новосибирск","Отель Хлебный год по адресу Советское шоссе, д.7, Новосибирск. Минимальная стоимость в отеле 'Отель Хлебный год' за ночь: от 4282₽",82.952571,54.922446
21,21,Гостевой Дом Маяк,"улица Плотинная, д.1/1, Новосибирск","Гостевой Дом Маяк по адресу улица Плотинная, д.1/1, Новосибирск. Минимальная стоимость в отеле 'Гостевой Дом Маяк' за ночь: от 4145₽",83.038405,54.841812
22,22,Гостиница Золотое Руно,"улица Зыряновская, д.55, Новосибирск","Гостиница Золотое Руно по адресу улица Зыряновская, д.55, Новосибирск. Минимальная стоимость в отеле 'Гостиница Золотое Руно' за ночь: от 4510₽",82.93748,55.011717
23,23,Мини-отель Роял Марин,"микрорайон Северный, д.1/1, Бердск","Мини-отель Роял Марин по адресу микрорайон Северный, д.1/1, Бердск. Минимальная стоимость в отеле 'Мини-отель Роял Марин' за ночь: от 3466₽",83.095862,54.774203
24,24,Квартиры Sibkvart Добролюбова 18/1,"улица Добролюбова, д.18/1, Новосибирск","Квартиры Sibkvart Добролюбова 18/1 по адресу улица Добролюбова, д.18/1, Новосибирск. Минимальная стоимость в отеле 'Квартиры Sibkvart Добролюбова 18/1' за ночь: от 3341₽",82.952895,55.009967
25,25,Хостел Why not Hostel Novosibirsk,"Вокзальная магистраль, д. 6, Новосибирск","Хостел Why not Hostel Novosibirsk по адресу Вокзальная магистраль, д. 6, Новосибирск. Минимальная стоимость в отеле 'Хостел Why not Hostel Novosibirsk' за ночь: от 1961₽",82.904925,55.033476
26,26,Отель Акватория,"Улица Ватутина, д. 16/1, Новосибирск","Отель Акватория по адресу Улица Ватутина, д. 16/1, Новосибирск. Минимальная стоимость в отеле 'Отель Акватория' за ночь: от 2192₽",82.886743,54.987291
27,27,Отель Авеню,"улица Советская, д.57, Новосибирск","Отель Авеню по адресу улица Советская, д.57, Новосибирск. Минимальная стоимость в отеле 'Отель Авеню' за ночь: от 2327₽",82.913935,55.033481
28,28,Хостел City,"улица Блюхера, д.24, Новосибирск","Хостел City по адресу улица Блюхера, д.24, Новосибирск. Минимальная стоимость в отеле 'Хостел City' за ночь: от 1300₽",82.897567,54.987957
29,29,Отель Домина Новосибирск,"улица Ленина, д.26, Новосибирск","Отель Домина Новосибирск по адресу улица Ленина, д.26, Новосибирск. Минимальная стоимость в отеле 'Отель Домина Новосибирск' за ночь: от 7100₽",82.90691,55.029368
30,30,Апарт-отель Гостиниц net (Ядринцевская),"ул. Ядринцевская 71, Новосибирск, Новосибирск","Апарт-отель Гостиниц net (Ядринцевская) по адресу ул. Ядринцевская 71, Новосибирск, Новосибирск. Минимальная стоимость в отеле 'Апарт-отель Гостиниц net (Ядринцевская)' за ночь: от 3010₽",82.935045,55.034879
31,31,Отель Колибри,"Улица Чаплыгина, д.111, Новосибирск","Отель Колибри по адресу Улица Чаплыгина, д.111, Новосибирск. Минимальная стоимость в отеле 'Отель Колибри' за ночь: от 4330₽",82.931551,55.027134
32,32,Мини-Отель на Артиллерийской,"улица Артиллерийская, д.97, Новосибирск","Мини-Отель на Артиллерийской по адресу улица Артиллерийская, д.97, Новосибирск. Минимальная стоимость в отеле 'Мини-Отель на Артиллерийской' за ночь: от 2600₽",82.964115,55.023774
33,33,Апарт-отель Неорелакс Апарт,"улица Чаплыгина 48, Новосибирск","Апарт-отель Неорелакс Апарт по адресу улица Чаплыгина 48, Новосибирск. Минимальная стоимость в отеле 'Апарт-отель Неорелакс Апарт' за ночь: от 1732₽",82.91963,55.025493
34,34,Отель Happy Family,"улица Артиллерийская, д.19, Новосибирск","Отель Happy Family по адресу улица Артиллерийская, д.19, Новосибирск. Минимальная стоимость в отеле 'Отель Happy Family' за ночь: от 3406₽",82.95788,55.026076
35,35,Отель Сити Отель,"улица Блюхера, д. 77, Новосибирск","Отель Сити Отель по адресу улица Блюхера, д. 77, Новосибирск. Минимальная стоимость в отеле 'Отель Сити Отель' за ночь: от 3342₽",82.904781,54.993654
36,36,Отель Park Wood Академгородок,"улица Арбузова, д.6/2, Новосибирск","Отель Park Wood Академгородок по адресу улица Арбузова, д.6/2, Новосибирск. Минимальная стоимость в отеле 'Отель Park Wood Академгородок' за ночь: от 5773₽",83.104997,54.869186
37,37,Хостел «Планета»,"ул. Владимировская, 4, Новосибирск","Хостел «Планета» по адресу ул. Владимировская, 4, Новосибирск. Минимальная стоимость в отеле 'Хостел «Планета»' за ночь: от 2260₽",82.892528,55.032542
38,38,Хостел Роял,"улица Дуси Ковальчук, д.260/2, Новосибирск","Хостел Роял по адресу улица Дуси Ковальчук, д.260/2, Новосибирск. Минимальная стоимость в отеле 'Хостел Роял' за ночь: от 1386₽",82.910602,55.057115
39,39,Гостевой Дом Sky Lounge guesthouse,"улица Кропоткина 273, Новосибирск","Гостевой Дом Sky Lounge guesthouse по адресу улица Кропоткина 273, Новосибирск. Минимальная стоимость в отеле 'Гостевой Дом Sky Lounge guesthouse' за ночь: от 2366₽",82.936168,55.059044
40,40,Хостел Sunny Day,"улица Урицкого, д.37, Новосибирск","Хостел Sunny Day по адресу улица Урицкого, д.37, Новосибирск. Минимальная стоимость в отеле 'Хостел Sunny Day' за ночь: от 2079₽",82.911842,55.03137
41,41,Отель Valeri,"Серебренниковская улица, д. 2/1, Новосибирск","Отель Valeri по адресу Серебренниковская улица, д. 2/1, Новосибирск. Минимальная стоимость в отеле 'Отель Valeri' за ночь: от 1893₽",82.928281,55.016992
42,42,Отель Золотая Долина,"улица Ильича, д.10, Новосибирск","Отель Золотая Долина по адресу улица Ильича, д.10, Новосибирск. Минимальная стоимость в отеле 'Отель Золотая Долина' за ночь: от 4101₽",83.093077,54.840993
43,43,Матросово,"ул. Береговая, дом 215, Искитим","Матросово по адресу ул. Береговая, дом 215, Искитим. Минимальная стоимость в отеле 'Матросово' за ночь: от 6783₽",83.336682,54.609062
44,44,Мини-отель Ной,"улица Карла Маркса, д.100, Барабинск","Мини-отель Ной по адресу улица Карла Маркса, д.100, Барабинск. Минимальная стоимость в отеле 'Мини-отель Ной' за ночь: от 3403₽",78.350188,55.350505
45,45,Хостел Плюшевый Мишка,"улица Разъездная, д.12, Новосибирск","Хостел Плюшевый Мишка по адресу улица Разъездная, д.12, Новосибирск. Минимальная стоимость в отеле 'Хостел Плюшевый Мишка' за ночь: от 2260₽",83.078353,54.87158
46,46,Жилое помещение на Немировича,"улица Немировича-Данченко, д. 146/1, Новосибирск","Жилое помещение на Немировича по адресу улица Немировича-Данченко, д. 146/1, Новосибирск. Минимальная стоимость в отеле 'Жилое помещение на Немировича' за ночь: от 2310₽",82.915408,54.990023
47,47,Room Apart (Рум Апарт) на улице Ясный берег,"ул. Ясный берег, 23, Новосибирск","Room Apart (Рум Апарт) на улице Ясный берег по адресу ул. Ясный берег, 23, Новосибирск. Минимальная стоимость в отеле 'Room Apart (Рум Апарт) на улице Ясный берег' за ночь: от 3062₽",82.895672,55.015459
48,48,Гостевой Дом,"Новосибирская обл, г Обь, ул Вокзальная, д. 90, Обь","Гостевой Дом по адресу Новосибирская обл, г Обь, ул Вокзальная, д. 90, Обь. Минимальная стоимость в отеле 'Гостевой Дом' за ночь: от 1782₽",82.723285,54.987746
49,49,"Гранд-отель, Новосибирск","ул. Забалуева, 5/1, Новосибирск","Гранд-отель, Новосибирск по адресу ул. Забалуева, 5/1, Новосибирск. Минимальная стоимость в отеле 'Гранд-отель, Новосибирск' за ночь: от 2778₽",82.834119,54.989538
50,50,Мини-отель Summer delight,"улица Дачная, д.40/2, Новосибирск","Мини-отель Summer delight по адресу улица Дачная, д.40/2, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Summer delight' за ночь: от 2236₽",82.905086,55.061539
51,51,Лель Купино,"ул. Элеваторская, д 50, Купино","Лель Купино по адресу ул. Элеваторская, д 50, Купино. Минимальная стоимость в отеле 'Лель Купино' за ночь: от 1786₽",77.301252,54.35804
52,52,Солнечный,"ул. Софийская 15,А, Новосибирск","Солнечный по адресу ул. Софийская 15,А, Новосибирск. Минимальная стоимость в отеле 'Солнечный' за ночь: от 4700₽",82.96636,54.844839
53,53,Апарт-отель на Набережной,"улица Большевистская, д. 37, Новосибирск","Апарт-отель на Набережной по адресу улица Большевистская, д. 37, Новосибирск. Минимальная стоимость в отеле 'Апарт-отель на Набережной' за ночь: от 2958₽",82.932332,55.010504
54,54,Диван и чемодан на Серафимовича,"ул. Серафимовича, 1/4/, Новосибирск","Диван и чемодан на Серафимовича по адресу ул. Серафимовича, 1/4/, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Серафимовича' за ночь: от 1946₽",82.880535,54.983236
55,55,Yousinn (Юсинн) на улице Одоевского 1/11,"ул. Одоевского, 1/11, Новосибирск","Yousinn (Юсинн) на улице Одоевского 1/11 по адресу ул. Одоевского, 1/11, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Одоевского 1/11' за ночь: от 2388₽",83.101063,54.937148
56,56,Жилое помещение Светлица 54,"улица Крылова, д.69А, Новосибирск","Жилое помещение Светлица 54 по адресу улица Крылова, д.69А, Новосибирск. Минимальная стоимость в отеле 'Жилое помещение Светлица 54' за ночь: от 2506₽",82.939222,55.042339
57,57,Диван и чемодан на Галущака 17,"ул. Галущака, 17, Новосибирск","Диван и чемодан на Галущака 17 по адресу ул. Галущака, 17, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Галущака 17' за ночь: от 2190₽",82.90921,55.053964
58,58,Диван и чемодан на Коммунистической,"ул. Коммунистическая, 26, Новосибирск","Диван и чемодан на Коммунистической по адресу ул. Коммунистическая, 26, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Коммунистической' за ночь: от 2051₽",82.916279,55.022386
59,59,Yousinn (Юсинн) на улице Выборной 89/4,"ул. Выборная, 89/4, Новосибирск","Yousinn (Юсинн) на улице Выборной 89/4 по адресу ул. Выборная, 89/4, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Выборной 89/4' за ночь: от 3143₽",83.015265,55.001984
60,60,Парк-Отель Чкаловские дачи,"д.п. Мочище м-н дом отдыха Мочище 4, Новосибирск, Новосибирская обл., Россия, 630534, Новосибирск","Парк-Отель Чкаловские дачи по адресу д.п. Мочище м-н дом отдыха Мочище 4, Новосибирск, Новосибирская обл., Россия, 630534, Новосибирск. Минимальная стоимость в отеле 'Парк-Отель Чкаловские дачи' за ночь: от 5936₽",82.849373,55.150041
61,61,Диван и чемодан на Карла Маркса,"пр-кт Карла Маркса, 14/1, ст.1, Новосибирск","Диван и чемодан на Карла Маркса по адресу пр-кт Карла Маркса, 14/1, ст.1, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Карла Маркса' за ночь: от 1957₽",82.902338,54.985287
62,62,Хостел Атмосфера,"улица Залесского, 2/2, Новосибирск","Хостел Атмосфера по адресу улица Залесского, 2/2, Новосибирск. Минимальная стоимость в отеле 'Хостел Атмосфера' за ночь: от 2260₽",82.930706,55.067607
63,63,Квартиры Sibkvart Некрасова 41,"улица Некрасова, д.41, Новосибирск","Квартиры Sibkvart Некрасова 41 по адресу улица Некрасова, д.41, Новосибирск. Минимальная стоимость в отеле 'Квартиры Sibkvart Некрасова 41' за ночь: от 2830₽",82.927185,55.046197
64,64,В гости на улице Ленина 81,"ул. Ленина, 81, Новосибирск","В гости на улице Ленина 81 по адресу ул. Ленина, 81, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Ленина 81' за ночь: от 3690₽",82.894639,55.039919
65,65,Welcome (Вэлком) на улице Иванова,"ул. Иванова, 8, Новосибирск","Welcome (Вэлком) на улице Иванова по адресу ул. Иванова, 8, Новосибирск. Минимальная стоимость в отеле 'Welcome (Вэлком) на улице Иванова' за ночь: от 3300₽",83.086259,54.865684
66,66,Мини-Отель Мира-ЛокуС,"улица Мира, 63Ак7, Новосибирск","Мини-Отель Мира-ЛокуС по адресу улица Мира, 63Ак7, Новосибирск. Минимальная стоимость в отеле 'Мини-Отель Мира-ЛокуС' за ночь: от 1770₽",82.924679,54.964551
67,67,Room Apart (Рум Апарт) на улице Дмитрия Шамшурина,"ул. Дмитрия Шамшурина, 29, Новосибирск","Room Apart (Рум Апарт) на улице Дмитрия Шамшурина по адресу ул. Дмитрия Шамшурина, 29, Новосибирск. Минимальная стоимость в отеле 'Room Apart (Рум Апарт) на улице Дмитрия Шамшурина' за ночь: от 3354₽",82.900532,55.031592
68,68,Авеню,"ул. Боровая 4/2, Бердск","Авеню по адресу ул. Боровая 4/2, Бердск. Минимальная стоимость в отеле 'Авеню' за ночь: от 3889₽",83.078991,54.762355
69,69,Хостел Bueno,"улица Максима Горького,д. 53, Новосибирск","Хостел Bueno по адресу улица Максима Горького,д. 53, Новосибирск. Минимальная стоимость в отеле 'Хостел Bueno' за ночь: от 1961₽",82.915866,55.027289
70,70,FlaNsk (ФлаНск) на Кошурникова,"ул. Кошурникова, 23, Новосибирск","FlaNsk (ФлаНск) на Кошурникова по адресу ул. Кошурникова, 23, Новосибирск. Минимальная стоимость в отеле 'FlaNsk (ФлаНск) на Кошурникова' за ночь: от 3416₽",82.970744,55.041431
71,71,Как дома. Левый берег на Карла Маркса,"пр. К.Маркса, 7, Новосибирск","Как дома. Левый берег на Карла Маркса по адресу пр. К.Маркса, 7, Новосибирск. Минимальная стоимость в отеле 'Как дома. Левый берег на Карла Маркса' за ночь: от 1860₽",82.897082,54.98507
72,72,Отель Нептун Татарск,"улица Закриевского, д. 72, Татарск","Отель Нептун Татарск по адресу улица Закриевского, д. 72, Татарск. Минимальная стоимость в отеле 'Отель Нептун Татарск' за ночь: от 1654₽",75.980028,55.219514
73,73,Барракуда на улице Тюленина,"Улица Тюленина 5, Новосибирск","Барракуда на улице Тюленина по адресу Улица Тюленина 5, Новосибирск. Минимальная стоимость в отеле 'Барракуда на улице Тюленина' за ночь: от 3900₽",82.952535,55.107231
74,74,Отель MAXROOMS Купино Сибирия,"улица Советов, д.80А, Купино","Отель MAXROOMS Купино Сибирия по адресу улица Советов, д.80А, Купино. Минимальная стоимость в отеле 'Отель MAXROOMS Купино Сибирия' за ночь: от 1946₽",77.293634,54.36305
75,75,Мини-отель Абажур,"Речкуновская зона отдыха, 6/9, Бердск","Мини-отель Абажур по адресу Речкуновская зона отдыха, 6/9, Бердск. Минимальная стоимость в отеле 'Мини-отель Абажур' за ночь: от 5887₽",83.10983,54.793184
76,76,Yousinn (Юсинн) на улице Ясный Берег,"ул. Ясный Берег, 35, Новосибирск","Yousinn (Юсинн) на улице Ясный Берег по адресу ул. Ясный Берег, 35, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Ясный Берег' за ночь: от 3495₽",82.899256,55.013875
77,77,АлАнт на улице Немировича-Данченко 122/4,"ул. Немировича-Данченко, 122/4, Новосибирск","АлАнт на улице Немировича-Данченко 122/4 по адресу ул. Немировича-Данченко, 122/4, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Немировича-Данченко 122/4' за ночь: от 4000₽",82.914707,54.978028
78,78,Жилое Помещение Бородина 56,"улица Бородина, д. 56, Новосибирск","Жилое Помещение Бородина 56 по адресу улица Бородина, д. 56, Новосибирск. Минимальная стоимость в отеле 'Жилое Помещение Бородина 56' за ночь: от 1862₽",82.876861,54.934278
79,79,Как дома. Левый берег на Ватутина,"ул. Ватутина, 20, Новосибирск","Как дома. Левый берег на Ватутина по адресу ул. Ватутина, 20, Новосибирск. Минимальная стоимость в отеле 'Как дома. Левый берег на Ватутина' за ночь: от 2310₽",82.888953,54.986449
80,80,Room Apart (Рум Апарт) на улице Большевистская 35,"ул. Большевистская, 35, Новосибирск","Room Apart (Рум Апарт) на улице Большевистская 35 по адресу ул. Большевистская, 35, Новосибирск. Минимальная стоимость в отеле 'Room Apart (Рум Апарт) на улице Большевистская 35' за ночь: от 3439₽",82.931632,55.011015
81,81,Спасская (бывш. Юбилейная),"ул. Добролюбова, д.4, Венгерово","Спасская (бывш. Юбилейная) по адресу ул. Добролюбова, д.4, Венгерово. Минимальная стоимость в отеле 'Спасская (бывш. Юбилейная)' за ночь: от 2289₽",76.740317,55.680615
82,82,Capsule Tolmachevo,"пр-т Можерина, 1В, Обь, Обь","Capsule Tolmachevo по адресу пр-т Можерина, 1В, Обь, Обь. Минимальная стоимость в отеле 'Capsule Tolmachevo' за ночь: от 1684₽",82.681604,54.998824
83,83,Мини-отель Аркада,"улица Кривощёковская, д. 15, корп. 7, Новосибирск","Мини-отель Аркада по адресу улица Кривощёковская, д. 15, корп. 7, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Аркада' за ночь: от 2377₽",82.928452,55.016197
84,84,Апаратменты Обская 46/2,"Обская улица, д.46/2, Новосибирск","Апаратменты Обская 46/2 по адресу Обская улица, д.46/2, Новосибирск. Минимальная стоимость в отеле 'Апаратменты Обская 46/2' за ночь: от 3962₽",82.945268,55.001473
85,85,Парк-отель «Шишка»,"Voronezhskiy pereulok, 16/1, Новосибирск","Парк-отель «Шишка» по адресу Voronezhskiy pereulok, 16/1, Новосибирск. Минимальная стоимость в отеле 'Парк-отель «Шишка»' за ночь: от 2293₽",83.028533,55.056404
86,86,Отель Skyport,"проспект Мозжерина, д.8, Обь","Отель Skyport по адресу проспект Мозжерина, д.8, Обь. Минимальная стоимость в отеле 'Отель Skyport' за ночь: от 4473₽",82.667356,55.005821
87,87,Тайга,"​Чаплыгина, 65, Новосибирск","Тайга по адресу ​Чаплыгина, 65, Новосибирск. Минимальная стоимость в отеле 'Тайга' за ночь: от 1900₽",82.920259,55.026117
88,88,Уютные апартаменты.,"улица Карла Маркса, д. 1/1, Бердск","Уютные апартаменты. по адресу улица Карла Маркса, д. 1/1, Бердск. Минимальная стоимость в отеле 'Уютные апартаменты.' за ночь: от 3143₽",83.085495,54.764558
89,89,АлАнт на улице Фрунзе,"ул. Фрунзе, 20, Новосибирск","АлАнт на улице Фрунзе по адресу ул. Фрунзе, 20, Новосибирск. Минимальная стоимость в отеле 'АлАнт на улице Фрунзе' за ночь: от 4125₽",82.930329,55.036974
90,90,Спа-отель Крона,"улица Морская, д. 26, Бердск","Спа-отель Крона по адресу улица Морская, д. 26, Бердск. Минимальная стоимость в отеле 'Спа-отель Крона' за ночь: от 6714₽",83.041567,54.794518
91,91,Гостиничный комплекс Домино,"ул. Титова, д. 184/1, Новосибирск","Гостиничный комплекс Домино по адресу ул. Титова, д. 184/1, Новосибирск. Минимальная стоимость в отеле 'Гостиничный комплекс Домино' за ночь: от 2200₽",82.832781,54.981309
92,92,Отель Гостиница Маршал Новосибирск,"улица Солидарности, д. 72а, Новосибирск","Отель Гостиница Маршал Новосибирск по адресу улица Солидарности, д. 72а, Новосибирск. Минимальная стоимость в отеле 'Отель Гостиница Маршал Новосибирск' за ночь: от 2102₽",82.960108,55.15426
93,93,Yousinn (Юсинн) на улице Иванова 15,"ул. Иванова, 13, Новосибирск","Yousinn (Юсинн) на улице Иванова 15 по адресу ул. Иванова, 13, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Иванова 15' за ночь: от 2388₽",83.086286,54.867601
94,94,Yousinn (Юсинн) на проспекте Красный 188,"пр-кт Красный, 188, Новосибирск","Yousinn (Юсинн) на проспекте Красный 188 по адресу пр-кт Красный, 188, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на проспекте Красный 188' за ночь: от 3189₽",82.914195,55.059688
95,95,Yousinn (Юсинн) на улице Восход,"ул. Восход, 26/1, Новосибирск","Yousinn (Юсинн) на улице Восход по адресу ул. Восход, 26/1, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Восход' за ночь: от 2817₽",82.943355,55.01293
96,96,Курорт-отель Морозово,"Урочище Морозовское Бердского спецлесхоза, кварталы 18 и 43, ул. Речкуновская зона отдыха, 1, Морозово","Курорт-отель Морозово по адресу Урочище Морозовское Бердского спецлесхоза, кварталы 18 и 43, ул. Речкуновская зона отдыха, 1, Морозово. Минимальная стоимость в отеле 'Курорт-отель Морозово' за ночь: от 4357₽",83.222479,54.768812
97,97,Отель 54,"квартал Д, 17А, Барабинск","Отель 54 по адресу квартал Д, 17А, Барабинск. Минимальная стоимость в отеле 'Отель 54' за ночь: от 3114₽",78.345346,55.336308
98,98,Viaggio Aparts (Виаджио Апартс) на улице Танковая,"ул. Танковая, 32, Новосибирск","Viaggio Aparts (Виаджио Апартс) на улице Танковая по адресу ул. Танковая, 32, Новосибирск. Минимальная стоимость в отеле 'Viaggio Aparts (Виаджио Апартс) на улице Танковая' за ночь: от 3400₽",82.930823,55.059884
99,99,Хостел Евразия,"проспект Карла Маркса, д. 1, Новосибирск","Хостел Евразия по адресу проспект Карла Маркса, д. 1, Новосибирск. Минимальная стоимость в отеле 'Хостел Евразия' за ночь: от 1501₽",82.896382,54.983644
100,100,Хостел On-Day,"улица Ленина, 88, Новосибирск","Хостел On-Day по адресу улица Ленина, 88, Новосибирск. Минимальная стоимость в отеле 'Хостел On-Day' за ночь: от 1634₽",82.897954,55.037423
101,101,Санаторий-профилакторий Сибиряк,"Зелёная Роща, 15, Бердск","Санаторий-профилакторий Сибиряк по адресу Зелёная Роща, 15, Бердск. Минимальная стоимость в отеле 'Санаторий-профилакторий Сибиряк' за ночь: от 14262₽",83.030527,54.727921
102,102,Спорт,"ул. Ленина, 9Б, Бердск","Спорт по адресу ул. Ленина, 9Б, Бердск. Минимальная стоимость в отеле 'Спорт' за ночь: от 3309₽",83.084543,54.767492
103,103,Стильные апартаменты,"улица Большевистская, 37, Новосибирск","Стильные апартаменты по адресу улица Большевистская, 37, Новосибирск. Минимальная стоимость в отеле 'Стильные апартаменты' за ночь: от 2971₽",82.932332,55.010504
104,104,Студия на Комсомольской RestApart54,"улица Комсомольская, д.14, Бердск","Студия на Комсомольской RestApart54 по адресу улица Комсомольская, д.14, Бердск. Минимальная стоимость в отеле 'Студия на Комсомольской RestApart54' за ночь: от 2921₽",83.095511,54.765389
105,105,Барракуда на улице Богдана Хмельницкого,"ул. Богдана Хмельницкого, д. 65/1, Новосибирск","Барракуда на улице Богдана Хмельницкого по адресу ул. Богдана Хмельницкого, д. 65/1, Новосибирск. Минимальная стоимость в отеле 'Барракуда на улице Богдана Хмельницкого' за ночь: от 4400₽",82.967295,55.083256
106,106,Борвиха,"Морская ул., д. 3, Бердск","Борвиха по адресу Морская ул., д. 3, Бердск. Минимальная стоимость в отеле 'Борвиха' за ночь: от 11535₽",83.051296,54.787526
