,Unnamed: 0,name,address,description,longitude,latitude
311,311,Посейдон,"Южный микрорайон, 55а к1, Искитим","Посейдон по адресу Южный микрорайон, 55а к1, Искитим. Минимальная стоимость в отеле 'Посейдон' за ночь: от 3590₽",83.274114,54.6167
312,312,Рубин,"ул. 5-я Кирпичная Горка, 1/2, Мошково","Рубин по адресу ул. 5-я Кирпичная Горка, 1/2, Мошково. Минимальная стоимость в отеле 'Рубин' за ночь: от 4507₽",83.573029,55.287794
313,313,Три Версты,"ул. Планировочная, 9а, Новосибирск","Три Версты по адресу ул. Планировочная, 9а, Новосибирск. Минимальная стоимость в отеле 'Три Версты' за ночь: от 2452₽",82.875837,54.995674
314,314,Apartment on Gogolya 11a,"ul. Gogolya, 11А, Novosibirsk, Novosibirskaya oblast', Russia, 630091, Новосибирск","Apartment on Gogolya 11a по адресу ul. Gogolya, 11А, Novosibirsk, Novosibirskaya oblast', Russia, 630091, Новосибирск. Минимальная стоимость в отеле 'Apartment on Gogolya 11a' за ночь: от 3090₽",82.92043,55.030204
315,315,Бюро Апартаментов Сказка,"Улица Вокзальная Магистраль 5, Новосибирск","Бюро Апартаментов Сказка по адресу Улица Вокзальная Магистраль 5, Новосибирск. Минимальная стоимость в отеле 'Бюро Апартаментов Сказка' за ночь: от 3090₽",82.905545,55.034131
316,316,Мини-отель Евразия,"улица Коммунистическая, д.2, Новосибирск","Мини-отель Евразия по адресу улица Коммунистическая, д.2, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Евразия' за ночь: от 2476₽",82.91292,55.022438
317,317,Феникс,"ул. Турнаевская, д.36г, Болотное","Феникс по адресу ул. Турнаевская, д.36г, Болотное. Минимальная стоимость в отеле 'Феникс' за ночь: от 3122₽",84.406315,55.682625
318,318,Evropeysky Mini-Hotel,"Ulitsa Dusi Kovalchuk 406 Building 1,Ulitsa Dusi Kovalchuk, Новосибирск","Evropeysky Mini-Hotel по адресу Ulitsa Dusi Kovalchuk 406 Building 1,Ulitsa Dusi Kovalchuk, Новосибирск. Минимальная стоимость в отеле 'Evropeysky Mini-Hotel' за ночь: от 3202₽",82.930203,55.064896
319,319,Парк-отель «ЛесНица»,"Морозово, 1/1, Новосибирск","Парк-отель «ЛесНица» по адресу Морозово, 1/1, Новосибирск. Минимальная стоимость в отеле 'Парк-отель «ЛесНица»' за ночь: от 8328₽",83.222479,54.768812
320,320,"Алатырь Новосибирск, ул. Ватутина, д. 15","Россия, 630078, Новосибирская область, Новосибирск, ул. Ватутина, д. 15, Новосибирск","Алатырь Новосибирск, ул. Ватутина, д. 15 по адресу Россия, 630078, Новосибирская область, Новосибирск, ул. Ватутина, д. 15, Новосибирск. Минимальная стоимость в отеле 'Алатырь Новосибирск, ул. Ватутина, д. 15' за ночь: от 3202₽",82.889878,54.98726
321,321,Санаторий Рассвет,"улица Зелёная Роща, д.9/1, Бердск","Санаторий Рассвет по адресу улица Зелёная Роща, д.9/1, Бердск. Минимальная стоимость в отеле 'Санаторий Рассвет' за ночь: от 10704₽",83.030096,54.723954
322,322,Гостевой дом Вера,"садоводческое некоммерческое товарищество Вера, д.581, Восток","Гостевой дом Вера по адресу садоводческое некоммерческое товарищество Вера, д.581, Восток. Минимальная стоимость в отеле 'Гостевой дом Вера' за ночь: от 11543₽",135.079822,48.302849
323,323,Жилые помещения Wildriver,"ul. Lobova, 52, Novosibirsk, Novosibirskaya oblast', Russia, 630028, Новосибирск","Жилые помещения Wildriver по адресу ul. Lobova, 52, Novosibirsk, Novosibirskaya oblast', Russia, 630028, Новосибирск. Минимальная стоимость в отеле 'Жилые помещения Wildriver' за ночь: от 2260₽",82.983976,55.004473
324,324,Загородный,"ул. Центральная, 9а, Новосибирск","Загородный по адресу ул. Центральная, 9а, Новосибирск. Минимальная стоимость в отеле 'Загородный' за ночь: от 4220₽",83.073467,54.936776
325,325,Отель Antey,"улица Писарева, д.89, Новосибирск","Отель Antey по адресу улица Писарева, д.89, Новосибирск. Минимальная стоимость в отеле 'Отель Antey' за ночь: от 2853₽",82.928937,55.050029
326,326,Хостел Апостол,"улица Саввы Кожевникова, д.29/1, Новосибирск","Хостел Апостол по адресу улица Саввы Кожевникова, д.29/1, Новосибирск. Минимальная стоимость в отеле 'Хостел Апостол' за ночь: от 1557₽",82.960512,54.968246
327,327,Хостел Aprt Studio Temis,"проспект Карла Маркса, 11, Новосибирск","Хостел Aprt Studio Temis по адресу проспект Карла Маркса, 11, Новосибирск. Минимальная стоимость в отеле 'Хостел Aprt Studio Temis' за ночь: от 1500₽",82.898026,54.985555
328,328,Отель Дискавери,"улица Войкова, д.54, Новосибирск","Отель Дискавери по адресу улица Войкова, д.54, Новосибирск. Минимальная стоимость в отеле 'Отель Дискавери' за ночь: от 3000₽",82.94808,55.050844
329,329,Фанки (FunKey) Хостел,"Россия, 630091, Новосибирская область, Новосибирск, ул. Фрунзе, д. 5/2, Новосибирск","Фанки (FunKey) Хостел по адресу Россия, 630091, Новосибирская область, Новосибирск, ул. Фрунзе, д. 5/2, Новосибирск. Минимальная стоимость в отеле 'Фанки (FunKey) Хостел' за ночь: от 1776₽",82.916333,55.036943
330,330,Хостел Авитель,"улица Ленина, д.83, Новосибирск","Хостел Авитель по адресу улица Ленина, д.83, Новосибирск. Минимальная стоимость в отеле 'Хостел Авитель' за ночь: от 2260₽",82.894289,55.040183
331,331,Отель Визит,"улица Выборная, д.122, Новосибирск","Отель Визит по адресу улица Выборная, д.122, Новосибирск. Минимальная стоимость в отеле 'Отель Визит' за ночь: от 1500₽",83.010576,54.99916
332,332,Мини-отель Корона,"улица Толстого, 242, Новосибирск","Мини-отель Корона по адресу улица Толстого, 242, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Корона' за ночь: от 2529₽",82.970627,55.009022
333,333,Отель Миротель,"площадь Карла Маркса, д.1/1, Новосибирск","Отель Миротель по адресу площадь Карла Маркса, д.1/1, Новосибирск. Минимальная стоимость в отеле 'Отель Миротель' за ночь: от 5949₽",82.897612,54.982073
334,334,Мини-Отель Элегант,"улица Воинская, д.60, Новосибирск","Мини-Отель Элегант по адресу улица Воинская, д.60, Новосибирск. Минимальная стоимость в отеле 'Мини-Отель Элегант' за ночь: от 2400₽",82.963037,55.024528
335,335,Мини-Отель MAXROOMS Global Sky Novosibirsk,"улица 25 лет Октября, д.9, 17 этаж,, Новосибирск","Мини-Отель MAXROOMS Global Sky Novosibirsk по адресу улица 25 лет Октября, д.9, 17 этаж,, Новосибирск. Минимальная стоимость в отеле 'Мини-Отель MAXROOMS Global Sky Novosibirsk' за ночь: от 2415₽",82.965525,55.071948
336,336,Отель Пегас,"улица Николая Островского, д.181, Новосибирск","Отель Пегас по адресу улица Николая Островского, д.181, Новосибирск. Минимальная стоимость в отеле 'Отель Пегас' за ночь: от 2485₽",82.944711,55.052371
337,337,Хостел Смородина,"улица Семьи Шамшиных, д.30, Новосибирск","Хостел Смородина по адресу улица Семьи Шамшиных, д.30, Новосибирск. Минимальная стоимость в отеле 'Хостел Смородина' за ночь: от 1439₽",82.932674,55.032629
338,338,Гостиница Уютная,"Белинского ул., д. 143, Новосибирск","Гостиница Уютная по адресу Белинского ул., д. 143, Новосибирск. Минимальная стоимость в отеле 'Гостиница Уютная' за ночь: от 2000₽",82.958617,55.018066
339,339,Хостел Планета на Фрунзе,"Россия, Новосибирская область, Новосибирск, ул. Фрунзе, д. 2Б, Новосибирск","Хостел Планета на Фрунзе по адресу Россия, Новосибирская область, Новосибирск, ул. Фрунзе, д. 2Б, Новосибирск. Минимальная стоимость в отеле 'Хостел Планета на Фрунзе' за ночь: от 1350₽",82.917241,55.035751
340,340,Мини-отель Якутия,"улица Большевистская, 103, Новосибирск","Мини-отель Якутия по адресу улица Большевистская, 103, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Якутия' за ночь: от 2771₽",82.946328,55.004582
341,341,Хостел Альтаир,"Стартовая Улица 4, Новосибирск","Хостел Альтаир по адресу Стартовая Улица 4, Новосибирск. Минимальная стоимость в отеле 'Хостел Альтаир' за ночь: от 2260₽",82.907278,54.99665
342,342,Emodji Hostel,"ul. Sibirskaia 33 kvartira 10,ul. Sibirskaia, Новосибирск","Emodji Hostel по адресу ul. Sibirskaia 33 kvartira 10,ul. Sibirskaia, Новосибирск. Минимальная стоимость в отеле 'Emodji Hostel' за ночь: от 2260₽",82.92043,55.030204
343,343,Eurasia,"2 Kommunisticheskaya st., Новосибирск","Eurasia по адресу 2 Kommunisticheskaya st., Новосибирск. Минимальная стоимость в отеле 'Eurasia' за ночь: от 3202₽",82.91292,55.022438
344,344,Nakhodka,"ulitsa Narimskaya, 17/1, Novosibirsk, Russia, Новосибирск","Nakhodka по адресу ulitsa Narimskaya, 17/1, Novosibirsk, Russia, Новосибирск. Минимальная стоимость в отеле 'Nakhodka' за ночь: от 3202₽",82.92043,55.030204
345,345,Хостел Вояж,"Улица Каменская 84В-46, Новосибирск","Хостел Вояж по адресу Улица Каменская 84В-46, Новосибирск. Минимальная стоимость в отеле 'Хостел Вояж' за ночь: от 2260₽",82.925218,55.043685
346,346,Евразия,"ул. Коммунистическая, д.2, Новосибирск","Евразия по адресу ул. Коммунистическая, д.2, Новосибирск. Минимальная стоимость в отеле 'Евразия' за ночь: от 2249₽",82.91292,55.022438
347,347,Отель Радуга,"Гусинобродское шоссе, д.41/1, Новосибирск","Отель Радуга по адресу Гусинобродское шоссе, д.41/1, Новосибирск. Минимальная стоимость в отеле 'Отель Радуга' за ночь: от 3500₽",83.033087,55.042045
348,348,Myhomehotel Na Ulitse Ordzhonikidze 30,"Ulitsa Ordzhonikidze 30, Новосибирск","Myhomehotel Na Ulitse Ordzhonikidze 30 по адресу Ulitsa Ordzhonikidze 30, Новосибирск. Минимальная стоимость в отеле 'Myhomehotel Na Ulitse Ordzhonikidze 30' за ночь: от 3202₽",82.931057,55.031659
349,349,Aparthotel Podkova,"Ulitsa Sovetskaya 285, 633210 Iskitim, Russia, Искитим","Aparthotel Podkova по адресу Ulitsa Sovetskaya 285, 633210 Iskitim, Russia, Искитим. Минимальная стоимость в отеле 'Aparthotel Podkova' за ночь: от 4507₽",83.309679,54.631816
350,350,Podushka Lyuks na Sibirskoi 13,"ul. Sibirskaya 13 Novosibirsk,ul. Sibirskaya, Новосибирск","Podushka Lyuks na Sibirskoi 13 по адресу ul. Sibirskaya 13 Novosibirsk,ul. Sibirskaya, Новосибирск. Минимальная стоимость в отеле 'Podushka Lyuks na Sibirskoi 13' за ночь: от 3202₽",82.739617,54.989615
351,351,Рассвет,"ул. Комсомольская, 5, Чаны","Рассвет по адресу ул. Комсомольская, 5, Чаны. Минимальная стоимость в отеле 'Рассвет' за ночь: от 3122₽",76.7546,55.30664
352,352,Жилые помещения Novo,"Улица Красный проспект 153а офис 1n, Новосибирск","Жилые помещения Novo по адресу Улица Красный проспект 153а офис 1n, Новосибирск. Минимальная стоимость в отеле 'Жилые помещения Novo' за ночь: от 3202₽",82.908769,55.055764
353,353,Хостел Warm corner,"улица Усадебная, д. 7, Обь","Хостел Warm corner по адресу улица Усадебная, д. 7, Обь. Минимальная стоимость в отеле 'Хостел Warm corner' за ночь: от 2476₽",36.984,55.834922
354,354,Юбилейная,"квартал 12, дом 3, Куйбышев","Юбилейная по адресу квартал 12, дом 3, Куйбышев. Минимальная стоимость в отеле 'Юбилейная' за ночь: от 4507₽",78.313779,55.445212
355,355,База отдыха Зеленый Дом,"улица Боровая, д.2, Мирный","База отдыха Зеленый Дом по адресу улица Боровая, д.2, Мирный. Минимальная стоимость в отеле 'База отдыха Зеленый Дом' за ночь: от 6412₽",85.098548,56.432152
356,356,A 54 Hostel,"проспект Карла Маркса,11, Новосибирск","A 54 Hostel по адресу проспект Карла Маркса,11, Новосибирск. Минимальная стоимость в отеле 'A 54 Hostel' за ночь: от 2260₽",82.898026,54.985555
357,357,Гостиница Агат,"ул. Кольцово, 19, Новосибирск","Гостиница Агат по адресу ул. Кольцово, 19, Новосибирск. Минимальная стоимость в отеле 'Гостиница Агат' за ночь: от 3202₽",82.92043,55.030204
358,358,Na Ploshchadi Marksa Apartment,"Ulitsa Vystavochnaya 16, Novosibirsk, Novosibirsk, Novosibirsk, Новосибирск","Na Ploshchadi Marksa Apartment по адресу Ulitsa Vystavochnaya 16, Novosibirsk, Novosibirsk, Novosibirsk, Новосибирск. Минимальная стоимость в отеле 'Na Ploshchadi Marksa Apartment' за ночь: от 3090₽",82.891136,54.9885
359,359,Dosstor,"Krasnoarmeyskaya Ulitsa 97 Novosibirsk 630008,Krasnoarmeyskaya Ulitsa, Новосибирск","Dosstor по адресу Krasnoarmeyskaya Ulitsa 97 Novosibirsk 630008,Krasnoarmeyskaya Ulitsa, Новосибирск. Минимальная стоимость в отеле 'Dosstor' за ночь: от 3202₽",82.969801,55.01755
360,360,Петров Двор,"ул. Восход, д.66, лит.А, Новосибирск","Петров Двор по адресу ул. Восход, д.66, лит.А, Новосибирск. Минимальная стоимость в отеле 'Петров Двор' за ночь: от 3202₽",82.953479,55.021777
361,361,Yousinn (Юсинн) на улице Иванова 26,"ул. Иванова, 26, Новосибирск","Yousinn (Юсинн) на улице Иванова 26 по адресу ул. Иванова, 26, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Иванова 26' за ночь: от 2388₽",83.089609,54.866751
362,362,Оазис,"Караканский бор, Абрашино","Оазис по адресу Караканский бор, Абрашино. Минимальная стоимость в отеле 'Оазис' за ночь: от 4507₽",82.295597,54.395563
363,363,Парк Хостел,"ул. Ядринцевская, д. 18, Новосибирск","Парк Хостел по адресу ул. Ядринцевская, д. 18, Новосибирск. Минимальная стоимость в отеле 'Парк Хостел' за ночь: от 2260₽",82.924697,55.033032
364,364,"Алатырь Новосибирск, пер. 1-й Римского-Корсака, д. 5","Россия, 630054, Новосибирская область, Новосибирск, пер. 1-й Римского-Корсака, д. 5, Новосибирск","Алатырь Новосибирск, пер. 1-й Римского-Корсака, д. 5 по адресу Россия, 630054, Новосибирская область, Новосибирск, пер. 1-й Римского-Корсака, д. 5, Новосибирск. Минимальная стоимость в отеле 'Алатырь Новосибирск, пер. 1-й Римского-Корсака, д. 5' за ночь: от 3202₽",82.882781,54.980358
365,365,Мини-отель Сиботель,"Улица Арбузова, д. 10, Новосибирск","Мини-отель Сиботель по адресу Улица Арбузова, д. 10, Новосибирск. Минимальная стоимость в отеле 'Мини-отель Сиботель' за ночь: от 2452₽",83.099581,54.868389
366,366,Отель Smart Hotel KDO Новосибирск,"улица Дмитрия Шамшурина, д. 43, Новосибирск","Отель Smart Hotel KDO Новосибирск по адресу улица Дмитрия Шамшурина, д. 43, Новосибирск. Минимальная стоимость в отеле 'Отель Smart Hotel KDO Новосибирск' за ночь: от 3747₽",82.896184,55.03573
367,367,Жемчужина,"ул. Жуковского, д. 8, Новосибирск","Жемчужина по адресу ул. Жуковского, д. 8, Новосибирск. Минимальная стоимость в отеле 'Жемчужина' за ночь: от 3202₽",82.896364,55.080648
368,368,Apartment Derzhavina,"Державина 11, кв 47, Новосибирск","Apartment Derzhavina по адресу Державина 11, кв 47, Новосибирск. Минимальная стоимость в отеле 'Apartment Derzhavina' за ночь: от 3090₽",82.927679,55.039739
369,369,Aparthotel Lazurnyy,"Lazurnaya Street 28, Novosibirsk, Новосибирская обл., Russia, 630133, Новосибирск","Aparthotel Lazurnyy по адресу Lazurnaya Street 28, Novosibirsk, Новосибирская обл., Russia, 630133, Новосибирск. Минимальная стоимость в отеле 'Aparthotel Lazurnyy' за ночь: от 2732₽",82.92043,55.030204
370,370,Диван и чемодан на улице Семьи Шамшиных,"ул. Семьи Шамшиных, 18, Новосибирск","Диван и чемодан на улице Семьи Шамшиных по адресу ул. Семьи Шамшиных, 18, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на улице Семьи Шамшиных' за ночь: от 2309₽",82.933464,55.028723
371,371,Хостел GoodNighter,"улица Красина, д.56, Новосибирск","Хостел GoodNighter по адресу улица Красина, д.56, Новосибирск. Минимальная стоимость в отеле 'Хостел GoodNighter' за ночь: от 2260₽",82.963315,55.042973
372,372,Sezon,"Serebrennikovskaya ul., 2/1, Novosibirsk, Novosibirsk Oblast, Russia, 630007, Новосибирск","Sezon по адресу Serebrennikovskaya ul., 2/1, Novosibirsk, Novosibirsk Oblast, Russia, 630007, Новосибирск. Минимальная стоимость в отеле 'Sezon' за ночь: от 3202₽",82.928281,55.016992
373,373,Erunin Hotels Group на Далидовича 35 (Ерунин хотелс групп),"ул. Далидовича, 35, Новосибирск","Erunin Hotels Group на Далидовича 35 (Ерунин хотелс групп) по адресу ул. Далидовича, 35, Новосибирск. Минимальная стоимость в отеле 'Erunin Hotels Group на Далидовича 35 (Ерунин хотелс групп)' за ночь: от 3200₽",82.958491,55.021571
374,374,Отель Оазис,"улица 1-я Юргинская, д.64, Новосибирск","Отель Оазис по адресу улица 1-я Юргинская, д.64, Новосибирск. Минимальная стоимость в отеле 'Отель Оазис' за ночь: от 3202₽",82.996005,55.054728
375,375,Русь,"ул. Промышленная, д.1, Купино","Русь по адресу ул. Промышленная, д.1, Купино. Минимальная стоимость в отеле 'Русь' за ночь: от 3122₽",77.295709,54.353654
376,376,Мини-отель У Петровича,"Омский тракт, д.1, Обь","Мини-отель У Петровича по адресу Омский тракт, д.1, Обь. Минимальная стоимость в отеле 'Мини-отель У Петровича' за ночь: от 2600₽",82.656981,54.999552
377,377,Apartment on Dusi Kovalchuk,"ul. Dusi Kovalchuk, 179/1, 630049 Novosibirsk, Russia, Новосибирск","Apartment on Dusi Kovalchuk по адресу ul. Dusi Kovalchuk, 179/1, 630049 Novosibirsk, Russia, Новосибирск. Минимальная стоимость в отеле 'Apartment on Dusi Kovalchuk' за ночь: от 3090₽",82.908841,55.058956
378,378,On-day,"ul. Lenina, 88, Novosibirsk, Novosibirskaya oblast', Russia, 630132, Новосибирск","On-day по адресу ul. Lenina, 88, Novosibirsk, Novosibirskaya oblast', Russia, 630132, Новосибирск. Минимальная стоимость в отеле 'On-day' за ночь: от 3202₽",82.92043,55.030204
379,379,Berdskaya zaimka,"2nd Lineynaya str, 1, Бердск","Berdskaya zaimka по адресу 2nd Lineynaya str, 1, Бердск. Минимальная стоимость в отеле 'Berdskaya zaimka' за ночь: от 8648₽",83.107135,54.758288
380,380,Диван и чемодан на Галущака 15,"ул. Галущака, 15, Новосибирск","Диван и чемодан на Галущака 15 по адресу ул. Галущака, 15, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Галущака 15' за ночь: от 2223₽",82.907359,55.053701
381,381,Квартирка-НСК в Горском 75,"мкр. Горский, 75, Новосибирск","Квартирка-НСК в Горском 75 по адресу мкр. Горский, 75, Новосибирск. Минимальная стоимость в отеле 'Квартирка-НСК в Горском 75' за ночь: от 3174₽",82.887345,54.994879
382,382,Санаторий-профилакторий Бараба,"пер. Индустриальный, д.2, Барабинск","Санаторий-профилакторий Бараба по адресу пер. Индустриальный, д.2, Барабинск. Минимальная стоимость в отеле 'Санаторий-профилакторий Бараба' за ночь: от 6783₽",78.338195,55.35182
383,383,Парус (Бердск),"633011, Новосибирская область, г. Бердск, ул. Красный Сокол, д. 29, Бердск","Парус (Бердск) по адресу 633011, Новосибирская область, г. Бердск, ул. Красный Сокол, д. 29, Бердск. Минимальная стоимость в отеле 'Парус (Бердск)' за ночь: от 14601₽",83.067062,54.774177
384,384,Аризона,"улица Щетинкина, дом 34, Новосибирск","Аризона по адресу улица Щетинкина, дом 34, Новосибирск. Минимальная стоимость в отеле 'Аризона' за ночь: от 3202₽",82.912102,55.026876
385,385,Золотой берег,"ул. Софийская 19, Новосибирск","Золотой берег по адресу ул. Софийская 19, Новосибирск. Минимальная стоимость в отеле 'Золотой берег' за ночь: от 6783₽",82.929664,54.834999
386,386,Salvador Tikhiy Tsentr Apartment,"Ulitsa Derzhavina 47, Novosibirsk, Novosibirsk, Novosibirsk, Novosibirsk, Новосибирск","Salvador Tikhiy Tsentr Apartment по адресу Ulitsa Derzhavina 47, Novosibirsk, Novosibirsk, Novosibirsk, Novosibirsk, Новосибирск. Минимальная стоимость в отеле 'Salvador Tikhiy Tsentr Apartment' за ночь: от 3090₽",82.930796,55.039718
387,387,Pillow-Lux apartments,"Narymskaya ul., 23, Novosibirsk, Novosibirskaya oblast', Russia, 630132, Новосибирск","Pillow-Lux apartments по адресу Narymskaya ul., 23, Novosibirsk, Novosibirskaya oblast', Russia, 630132, Новосибирск. Минимальная стоимость в отеле 'Pillow-Lux apartments' за ночь: от 3090₽",82.904952,55.043726
388,388,База Отдыха Дом Охотника,"село Сосновка, Боровое","База Отдыха Дом Охотника по адресу село Сосновка, Боровое. Минимальная стоимость в отеле 'База Отдыха Дом Охотника' за ночь: от 4507₽",65.093345,55.07002
389,389,Центральная (быв.Колос),"ул. Ленина, д. 20, Краснозерское","Центральная (быв.Колос) по адресу ул. Ленина, д. 20, Краснозерское. Минимальная стоимость в отеле 'Центральная (быв.Колос)' за ночь: от 4507₽",79.242691,53.977884
390,390,Жилые помещения Voskhod,"ul. Voskhod 3 Code 57k,ul. Voskhod, Новосибирск","Жилые помещения Voskhod по адресу ul. Voskhod 3 Code 57k,ul. Voskhod, Новосибирск. Минимальная стоимость в отеле 'Жилые помещения Voskhod' за ночь: от 3202₽",82.952481,55.02203
391,391,Гостиница Млечный путь,"Agafonova 1A, Новосибирск","Гостиница Млечный путь по адресу Agafonova 1A, Новосибирск. Минимальная стоимость в отеле 'Гостиница Млечный путь' за ночь: от 3806₽",82.885476,55.185127
392,392,Бутик-отель Nord Castle,"ул. Аэропорт, 88/8, Новосибирск","Бутик-отель Nord Castle по адресу ул. Аэропорт, 88/8, Новосибирск. Минимальная стоимость в отеле 'Бутик-отель Nord Castle' за ночь: от 6449₽",82.90179,55.080169
393,393,Хостел Новониколаевск,"улица Дуси Ковальчук, д. 16, Новосибирск","Хостел Новониколаевск по адресу улица Дуси Ковальчук, д. 16, Новосибирск. Минимальная стоимость в отеле 'Хостел Новониколаевск' за ночь: от 2260₽",82.884955,55.048152
394,394,Жилое помещение на Шамшурина,"улица Дмитрия Шамшурина, д. 1, Новосибирск","Жилое помещение на Шамшурина по адресу улица Дмитрия Шамшурина, д. 1, Новосибирск. Минимальная стоимость в отеле 'Жилое помещение на Шамшурина' за ночь: от 3389₽",82.903748,55.028682
395,395,Отель Романо Хаус,"Л. Толстого ул., д. 75, Новосибирск","Отель Романо Хаус по адресу Л. Толстого ул., д. 75, Новосибирск. Минимальная стоимость в отеле 'Отель Романо Хаус' за ночь: от 4063₽",82.946544,55.019403
396,396,База отдыха Резиденция Сагиттариус,"улица Берёзовая, д.14/7, Новосибирск","База отдыха Резиденция Сагиттариус по адресу улица Берёзовая, д.14/7, Новосибирск. Минимальная стоимость в отеле 'База отдыха Резиденция Сагиттариус' за ночь: от 3202₽",83.110819,54.937262
397,397,Truck House Отель,"Восточное шоссе, д.5, Новосибирск","Truck House Отель по адресу Восточное шоссе, д.5, Новосибирск. Минимальная стоимость в отеле 'Truck House Отель' за ночь: от 3202₽",83.008339,55.120676
398,398,В гости на улице Челюскинцев 14,"ул. Челюскинцев, 14, Новосибирск","В гости на улице Челюскинцев 14 по адресу ул. Челюскинцев, 14, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Челюскинцев 14' за ночь: от 2829₽",82.901825,55.03735
399,399,В гости на улице Ленина 94,"ул. Ленина, 94, Новосибирск","В гости на улице Ленина 94 по адресу ул. Ленина, 94, Новосибирск. Минимальная стоимость в отеле 'В гости на улице Ленина 94' за ночь: от 3198₽",82.896472,55.039027
400,400,Жилые помещения Abazhur,"Ulitsa Mira 19, Новосибирск","Жилые помещения Abazhur по адресу Ulitsa Mira 19, Новосибирск. Минимальная стоимость в отеле 'Жилые помещения Abazhur' за ночь: от 2260₽",82.909398,54.964339
401,401,Квартирка-НСК в Горском 86,"мкр. Горский, 86, Новосибирск","Квартирка-НСК в Горском 86 по адресу мкр. Горский, 86, Новосибирск. Минимальная стоимость в отеле 'Квартирка-НСК в Горском 86' за ночь: от 3673₽",82.886716,54.993505
402,402,Metro Krasny Prospekt Apartment,"Ulitsa Gogolya 11А, 630091 Novosibirsk, Russia, Новосибирск","Metro Krasny Prospekt Apartment по адресу Ulitsa Gogolya 11А, 630091 Novosibirsk, Russia, Новосибирск. Минимальная стоимость в отеле 'Metro Krasny Prospekt Apartment' за ночь: от 3090₽",82.919388,55.043427
403,403,Гостиница Ассоль,"улица Народная, д.20/1, Новосибирск","Гостиница Ассоль по адресу улица Народная, д.20/1, Новосибирск. Минимальная стоимость в отеле 'Гостиница Ассоль' за ночь: от 3202₽",82.944486,55.066592
404,404,Диван и чемодан на улице Дуси Ковальчук 260,"ул. Дуси Ковальчук, 260, Новосибирск","Диван и чемодан на улице Дуси Ковальчук 260 по адресу ул. Дуси Ковальчук, 260, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на улице Дуси Ковальчук 260' за ночь: от 2261₽",82.909713,55.057935
405,405,Gostim on Blyukhera,"Ulitsa Blyukhera, 26, Новосибирск","Gostim on Blyukhera по адресу Ulitsa Blyukhera, 26, Новосибирск. Минимальная стоимость в отеле 'Gostim on Blyukhera' за ночь: от 3202₽",82.898457,54.987498
406,406,Жилые помещения Друзья,"Вокзальная магистраль 5, Новосибирск","Жилые помещения Друзья по адресу Вокзальная магистраль 5, Новосибирск. Минимальная стоимость в отеле 'Жилые помещения Друзья' за ночь: от 2260₽",82.905545,55.034131
407,407,Сибирский Хостел,"Semyi Shamshinykh Street 16 Novosibirsk 630099,Semyi Shamshinykh Street, Новосибирск","Сибирский Хостел по адресу Semyi Shamshinykh Street 16 Novosibirsk 630099,Semyi Shamshinykh Street, Новосибирск. Минимальная стоимость в отеле 'Сибирский Хостел' за ночь: от 2260₽",82.935009,55.02797
408,408,Vista Hotel Club,"Anzherskaya 49 Novosibirsk 630040,Anzherskaya, Новосибирск","Vista Hotel Club по адресу Anzherskaya 49 Novosibirsk 630040,Anzherskaya, Новосибирск. Минимальная стоимость в отеле 'Vista Hotel Club' за ночь: от 3202₽",82.894486,55.114652
409,409,Диван и чемодан на Советской 50,"ул. Советская, 50, Новосибирск","Диван и чемодан на Советской 50 по адресу ул. Советская, 50, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Советской 50' за ночь: от 2438₽",82.913216,55.042813
410,410,Gorod N Hostel,"Ulitsa Chelyuskintsev 24, Novosibirsk, Russia, Новосибирск","Gorod N Hostel по адресу Ulitsa Chelyuskintsev 24, Novosibirsk, Russia, Новосибирск. Минимальная стоимость в отеле 'Gorod N Hostel' за ночь: от 2260₽",82.905571,55.037784
411,411,Heart Of Academytown,"Ulitsatereshkovoy 44, Новосибирск","Heart Of Academytown по адресу Ulitsatereshkovoy 44, Новосибирск. Минимальная стоимость в отеле 'Heart Of Academytown' за ночь: от 3202₽",82.92043,55.030204
412,412,Диван и чемодан на Красном 94,"пр-кт Красный, 94, Новосибирск","Диван и чемодан на Красном 94 по адресу пр-кт Красный, 94, Новосибирск. Минимальная стоимость в отеле 'Диван и чемодан на Красном 94' за ночь: от 2097₽",82.915291,55.052789
413,413,Мини-отель на Челюскинцев 17,"улица Челюскинцев, д.17, Новосибирск","Мини-отель на Челюскинцев 17 по адресу улица Челюскинцев, д.17, Новосибирск. Минимальная стоимость в отеле 'Мини-отель на Челюскинцев 17' за ночь: от 2452₽",82.907467,55.040698
414,414,Yousinn (Юсинн) на улице Державина,"ул. Державина, 92, Новосибирск","Yousinn (Юсинн) на улице Державина по адресу ул. Державина, 92, Новосибирск. Минимальная стоимость в отеле 'Yousinn (Юсинн) на улице Державина' за ночь: от 2969₽",82.94384,55.040353
